,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
5372,72,2022-02-24 23:18:32+00:00,"Hay periodistas que se preguntan en serio cómo es posible que Putin esté haciendo esto en plena pandemia. Pues bien, hay dos respuestas posibles: 1) precisamente porque hay una pandemia; 2) precisamente porque sabe que nunca ha habido una pandemia. Elige tu propia aventura.",hay periodistas que se preguntan en serio cómo es posible que putin esté haciendo esto en plena pandemia pues bien hay dos respuestas posibles 1 precisamente porque hay una pandemia 2 precisamente porque sabe que nunca ha habido una pandemia elige tu propia aventura,0.5476190476190477
5402,2,2022-02-25 23:59:37+00:00,"セントーサゴルフNew TanjongにHSBCのロゴの赤い立て看板がコース内にたくさん出てて気持ちがアゲアゲでしたw
https://t.co/cNgll7nrwB",new tanjonghsbcw,0.5
5416,16,2022-02-25 23:53:56+00:00,"Wala ko katulog tarong last night Kay kagahod sang namatayan...ka damo sa ila rituals..sige drums,trumphet.kagahod gid..tani ma lubong na later..🙄 https://t.co/Za3xDmPmCm",wala ko katulog tarong last night kay kagahod sang namatayanka damo sa ila ritualssige drumstrumphetkagahod gidtani ma lubong na later,0.5
5448,48,2022-02-25 23:21:12+00:00,"Paisa bgo bumalik sa FB!
-AYAW NIYO IDIKIT ANG SB19 AT A'TIN SA POLITIKA?
: magmula na naging AMBASSADOR sila ng NCCA automatic nkadikit na sila sa politika. Kumanta at gumawa ng political songs like kapangyarihan at what( slightly political)",paisa bgo bumalik sa fb ayaw niyo idikit ang sb19 at atin sa politika magmula na naging ambassador sila ng ncca automatic nkadikit na sila sa politika kumanta at gumawa ng political songs like kapangyarihan at what slightly political,0.5526315789473685
5456,56,2022-02-25 23:11:39+00:00,"Na VDD, é o tipo de sanção fácil.
Já não tem chip... Digo q não vou vender, mas já não ia mesmo...",na vdd é o tipo de sanção fácil já não tem chip digo q não vou vender mas já não ia mesmo,0.5454545454545454
5496,96,2022-02-25 22:01:44+00:00,Subuh yok,subuh yok,0.5
5500,0,2022-02-26 23:58:35+00:00,"Cutie goodmorning!

@SB19Official #SB19
#SB19_STELL @stellajero_",cutie goodmorning,0.5
5524,24,2022-02-26 23:46:51+00:00,@yoshinowrii_ @ketukinggg Nggk tau ya. Tp sellerku kmren gk post video yang aku beli keknya. Lagian asa manggil namaku masa iya dia mau post 😂,nggk tau ya tp sellerku kmren gk post video yang aku beli keknya lagian asa manggil namaku masa iya dia mau post,0.5909090909090909
5529,29,2022-02-26 23:32:49+00:00,@Dragneel8900 Morning jua abe fakhri,morning jua abe fakhri,0.5
5550,50,2022-02-26 23:11:12+00:00,@st8800 @whitesandsgame @TheCrypt0Reaper @sebastgtp @GM Whitesand shopping centre isit you're excited about? Wu nia boh old man.,whitesand shopping centre isit youre excited about wu nia boh old man,0.5833333333333334
5568,68,2022-02-26 22:30:44+00:00,Yatiii ano bayuon ko today! Haaysss,yatiii ano bayuon ko today haaysss,0.5
5702,2,2022-02-28 23:58:13+00:00,Mabakal tani ko couple sini..hahah may nalang la Pako ka bayad bah...1 high and 1 low dunk tani..  hahah https://t.co/0aTbDHTdCi,mabakal tani ko couple sinihahah may nalang la pako ka bayad bah1 high and 1 low dunk tani hahah,0.5294117647058824
5707,7,2022-02-28 23:52:19+00:00,Suddenly Luka https://t.co/WA9DKkZY3C,suddenly luka,0.5
5748,48,2022-02-28 23:26:37+00:00,@foodietechlab OMG drooling 🤤,omg drooling,0.5
5753,53,2022-02-28 23:24:27+00:00,@MegaParkNFT @KaijuFrenz Tagging my best nft IRL fren @tannoel,tagging my best nft irl fren,0.5
5777,77,2022-02-28 23:05:24+00:00,Acaba de publicar una foto en The Metaverse Vietnam https://t.co/BORJ8ZUqNs,acaba de publicar una foto en the metaverse vietnam,0.5555555555555556
5809,9,2022-03-01 23:55:24+00:00,"@suzy899 Magtayo na sila ni Sal Panelo ng Club. ""Napahiya ni Karmina Club""",magtayo na sila ni sal panelo ng club napahiya ni karmina club,0.5833333333333334
5821,21,2022-03-01 23:43:44+00:00,"@fanypuspitar Lo ilang i
Onok akun ngspill predator di perfilm an",lo ilang i onok akun ngspill predator di perfilm an,0.5
5836,36,2022-03-01 23:28:28+00:00,From WhatsApp 😐 https://t.co/jT3mTIwUpp,from whatsapp,0.5
5854,54,2022-03-01 23:04:12+00:00,@marieahmadha hmmm yaudah cariin mar,hmmm yaudah cariin mar,0.5
5901,1,2022-03-02 23:58:55+00:00,"Pilion mo kung sino dalokan mo..Ang tao pa nga nag help simo amhun mo Sina..tsk! Di kana kaliwat! Tandaan mo, manginahanglan kagid sa sunod.",pilion mo kung sino dalokan moang tao pa nga nag help simo amhun mo sinatsk di kana kaliwat tandaan mo manginahanglan kagid sa sunod,0.5
5941,41,2022-03-02 23:17:46+00:00,Hello JB! https://t.co/Z5t9u7WWvj,hello jb,0.5
5950,50,2022-03-02 23:05:27+00:00,Sanay na Ang lawas ko sa kakapoy..,sanay na ang lawas ko sa kakapoy,0.5714285714285714
6018,18,2022-03-03 23:39:27+00:00,@sufianghaffar Od umur brp eh.,od umur brp eh,0.5
6021,21,2022-03-03 23:37:57+00:00,@akbarazman Pagi ba,pagi ba,0.5
6030,30,2022-03-03 23:36:02+00:00,@azizimusa_ Morning gg,morning gg,0.5
6035,35,2022-03-03 23:30:46+00:00,Happy txt day noobs,happy txt day noobs,0.5
6081,81,2022-03-03 22:17:45+00:00,"@mythiXTrinity Bh ouiiii !!! 😊 Écris moi, je t'attends hehe.",bh ouiiii écris moi je tattends hehe,0.5714285714285714
6137,37,2022-03-04 23:19:00+00:00,Kaapooooooy mangabuhi katalaka mag balance sang tanan.,kaapooooooy mangabuhi katalaka mag balance sang tanan,0.5714285714285714
6140,40,2022-03-04 23:16:49+00:00,Kapoy budget ..Kay buo mo ginaipon Ang sahod mo..tapos mu lang japon nasunod lang man ka gasto..pero at least kahit papano may ipon ah.,kapoy budget kay buo mo ginaipon ang sahod motapos mu lang japon nasunod lang man ka gastopero at least kahit papano may ipon ah,0.5416666666666666
6164,64,2022-03-04 22:52:03+00:00,"Acabou de publicar uma foto em Odaiba Tokyo, Japan https://t.co/CXbEDHRUcH",acabou de publicar uma foto em odaiba tokyo japan,0.5555555555555556
6178,78,2022-03-04 22:36:23+00:00,@ShafikFM Is this Kh*led B*ydoun,is this khled bydoun,0.5
6182,82,2022-03-04 22:31:05+00:00,Tuan muda Oh sehun kewrenn pol 🤍 https://t.co/VwgS4Z5yn0,tuan muda oh sehun kewrenn pol,0.5
6200,0,2022-03-05 23:58:49+00:00,Just posted a photo @ Kampung Permas Kelapa https://t.co/HfeAuPxbPk,just posted a photo kampung permas kelapa,0.5714285714285714
6208,8,2022-03-05 23:40:35+00:00,Hmmm rapsa.. https://t.co/Wg4jBUES2Q,hmmm rapsa,0.5
6224,24,2022-03-05 23:27:41+00:00,@Rojobilbao @OfficialASRoma @Hyundai_Italia @tammyabraham Me acabo de levantar. Menos mal.,me acabo de levantar menos mal,0.5
6236,36,2022-03-05 23:14:29+00:00,"Ohh damo natabo sa mga nag pa Banga, may nagkara disgrasya,Patay , may nag rambol..tapos hambalon pa nila parlor games,hahaha Nan taray pa!",ohh damo natabo sa mga nag pa banga may nagkara disgrasyapatay may nag ramboltapos hambalon pa nila parlor gameshahaha nan taray pa,0.5454545454545454
6254,54,2022-03-05 22:42:48+00:00,Good morning kahit hindi na ako mag aasawa mag iipon nlng ako🤣 basta makasal lng KathNiel at mamuhay ng masaya at forever kasama future fordlets huhuhu😭,good morning kahit hindi na ako mag aasawa mag iipon nlng ako basta makasal lng kathniel at mamuhay ng masaya at forever kasama future fordlets huhuhu,0.5384615384615384
6267,67,2022-03-05 22:20:41+00:00,"@XAndonegi Zozaya te dirá que “no era nuestro partido”, que “son mejores”, etc., cuando se pasa la semana diciendo que “partido bonito el que se viene en el Bernabéu”. Si lo ves, dile algo!",zozaya te dirá que no era nuestro partido que son mejores etc cuando se pasa la semana diciendo que partido bonito el que se viene en el bernabéu si lo ves dile algo,0.5757575757575758
6277,77,2022-03-05 22:09:14+00:00,Acaba de publicar una foto en The Metaverse Vietnam https://t.co/qg2Tw8Yygk,acaba de publicar una foto en the metaverse vietnam,0.5555555555555556
6278,78,2022-03-05 22:08:05+00:00,"@basajauna @XAndonegi Eso eso… y van? Alomejor dice que está encantado con el rendimiento de los “chicos” y que bla bla bla…
En otro equipo, hace meses que estaría en la calle.",eso eso y van alomejor dice que está encantado con el rendimiento de los chicos y que bla bla bla en otro equipo hace meses que estaría en la calle,0.5333333333333333
6296,96,2022-03-05 20:50:15+00:00,"Pakinggg (@ Hospital Sultanah Aminah in Johor Bahru, Johor) https://t.co/n1VVjA9j0j",pakinggg hospital sultanah aminah in johor bahru johor,0.5
6301,1,2022-03-06 23:58:39+00:00,"@breffayazs Benda lagha laju je. 

#tiber",benda lagha laju je,0.5
6314,14,2022-03-06 23:45:48+00:00,"Ekis ka sakon , taas taas pride mo nga lintee ka! Wala ta future.",ekis ka sakon taas taas pride mo nga lintee ka wala ta future,0.5384615384615384
6321,21,2022-03-06 23:34:34+00:00,@JaiNisaahm Bila tgk hang update pasal ajl.. Alahai laki aku sebijik hg.. Ada ja dye comment retis2 ni.. Aku ni.. Nama pun tk ingt..dgr lirik ja nyanyi.. Haha..,bila tgk hang update pasal ajl alahai laki aku sebijik hg ada ja dye comment retis2 ni aku ni nama pun tk ingtdgr lirik ja nyanyi haha,0.5
6388,88,2022-03-06 22:04:48+00:00,Acaba de publicar una foto en The Metaverse Vietnam https://t.co/DyVBdVG03B,acaba de publicar una foto en the metaverse vietnam,0.5555555555555556
6411,11,2022-03-07 23:48:31+00:00,"Edward's IGstory (3_8_2022)

#EdwardBarber @Barber_Edward_ https://t.co/NKHTnI9IH6",edwards igstory 382022,0.5
6448,48,2022-03-07 23:10:07+00:00,"@Kriptoburaks Aamiin, thank's",aamiin thanks,0.5
6449,49,2022-03-07 23:08:25+00:00,Terok pe Everton main,terok pe everton main,0.5
6461,61,2022-03-07 22:55:59+00:00,gm frens https://t.co/cu73jhhHe2,gm frens,0.5
6468,68,2022-03-07 22:37:59+00:00,I'm at Cristofori Tampines 201 https://t.co/rN0TFegjyH,im at cristofori tampines 201,0.5
6489,89,2022-03-07 22:18:01+00:00,"En el barrio de Tanjong Pagar en Singapur 🇸🇬 encontramos un área que representa un sector icónico de cocinas de diversos países, no podia faltar la #CocinadeMéxico 🇲🇽 https://t.co/hWp3J6pJam",en el barrio de tanjong pagar en singapur encontramos un área que representa un sector icónico de cocinas de diversos países no podia faltar la éxico,0.5769230769230769
6508,8,2022-03-08 23:52:37+00:00,"Gue butuh tutorial berentiin over thinking, capek bgt bgst 😭",gue butuh tutorial berentiin over thinking capek bgt bgst,0.5555555555555556
6521,21,2022-03-08 23:39:33+00:00,May mga kapoooy jud na di ma describe..patagal Ng patagal patamad Ng patamad tayo ah..,may mga kapoooy jud na di ma describepatagal ng patagal patamad ng patamad tayo ah,0.5333333333333333
6522,22,2022-03-08 23:32:39+00:00,@Findrakati1 Kok ngasel 😂,kok ngasel,0.5
6524,24,2022-03-08 23:32:10+00:00,lawan sampai tak rasa apa2 💪🏼,lawan sampai tak rasa apa2,0.5
6557,57,2022-03-08 23:05:24+00:00,Holy Nanay ng bansa 🤣🤣🤣✌️👊 https://t.co/R1MoStmo7V,holy nanay ng bansa,0.5
6578,78,2022-03-08 22:49:01+00:00,@epigmenioibarra @CiroGomezL Jajaja y no se la viven quejándose de como manipulaban los medios los gobiernos anteriores?? Todo el tiempo tu jefe ha dicho eso. Y ahora? Acaso no es una imposición del gobierno tu participación con @CiroGomezL ?? Claro que sí!!! Son la misma mierda,jajaja y no se la viven quejándose de como manipulaban los medios los gobiernos anteriores todo el tiempo tu jefe ha dicho eso y ahora acaso no es una imposición del gobierno tu participación con claro que sí son la misma mierda,0.5952380952380952
6585,85,2022-03-08 22:45:53+00:00,@calbert57 Primera vez que puedo estar de acuerdo contigo. Eso no es un castigo. Simplemente es como una llamada de atención. Que siga el show y que siga cayendo el varo. Es lo único que interesa en este pinche país. Viva la impunidad. Y el Gobierno?? Que hace la 4T al respecto?? NADA!!!!!,primera vez que puedo estar de acuerdo contigo eso no es un castigo simplemente es como una llamada de atención que siga el show y que siga cayendo el varo es lo único que interesa en este pinche país viva la impunidad y el gobierno que hace la 4t al respecto nada,0.5294117647058824
6623,23,2022-03-09 23:37:19+00:00,@mengabaykan Lai babae nonton madrid?,lai babae nonton madrid,0.5
6701,1,2022-03-10 23:58:57+00:00,@BundaAiz88 Pagi bunda,pagi bunda,0.5
6744,44,2022-03-10 23:33:47+00:00,Carborator or Fuel Injected?,carborator or fuel injected,0.5
6745,45,2022-03-10 23:32:53+00:00,Mapapalaban tayo Ng gastos sa classic 🤣🤟,mapapalaban tayo ng gastos sa classic,0.5
6773,73,2022-03-10 23:05:09+00:00,@apul5301 Thanks bro. Harap x melarat je ni,thanks bro harap x melarat je ni,0.5714285714285714
6782,82,2022-03-10 22:58:34+00:00,Ini je pun pencapaian tertinggi arsenal buat masa ni.,ini je pun pencapaian tertinggi arsenal buat masa ni,0.5555555555555556
6783,83,2022-03-10 22:58:19+00:00,@Ongvaltine Lend me your powers master haha jusko hirap matulog kahit puyat 🙃,lend me your powers master haha jusko hirap matulog kahit puyat,0.5454545454545454
6787,87,2022-03-10 22:51:55+00:00,@radenrauf Sate kambing🤮,sate kambing,0.5
6789,89,2022-03-10 22:50:52+00:00,@bakhtiar_rohman Boleh juga,boleh juga,0.5
6790,90,2022-03-10 22:50:43+00:00,@Ongvaltine Mga Laging 10mg na Melatonin for Leni 😌,mga laging 10mg na melatonin for leni,0.5
6791,91,2022-03-10 22:49:08+00:00,Baru betul jantan jadi manager start dari bawah. Lepas tu tak sembang lebat jadi pundit mcm legend2 bola lain.,baru betul jantan jadi manager start dari bawah lepas tu tak sembang lebat jadi pundit mcm legend2 bola lain,0.5555555555555556
6830,30,2022-03-11 23:01:57+00:00,"2020.06.29Tao bao淘宝
Photographer:Susan 摄影师:陈淑贞 @ West Valley https://t.co/ma3yl8XRcw",20200629tao bao photographersusan west valley,0.5
6834,34,2022-03-11 22:56:31+00:00,"Sa ngayon kahit papano,I feel at peace na. Yung gusto ko nalang mag Isa. Tahimik. Nasanay na din siguro.😊",sa ngayon kahit papanoi feel at peace na yung gusto ko nalang mag isa tahimik nasanay na din siguro,0.5789473684210527
6840,40,2022-03-11 22:50:16+00:00,@FishmansLabs Fishlover here.,fishlover here,0.5
6842,42,2022-03-11 22:48:20+00:00,"Kung sa pinas ko sini..siguro Wala Pako ka bangon..or mabangon na,ma kape,ma yosi2, pa music.",kung sa pinas ko sinisiguro wala pako ka bangonor mabangon nama kapema yosi2 pa music,0.5
6899,99,2022-03-11 20:00:27+00:00,@ellaces OH cheh haha okayy snipe snipe jiayou!! 🔥🧧,oh cheh haha okayy snipe snipe jiayou,0.5714285714285714
6909,9,2022-03-12 23:42:06+00:00,My sister done. Semoga lepasni ada rezeki saya pulaa,my sister done semoga lepasni ada rezeki saya pulaa,0.5555555555555556
6922,22,2022-03-12 23:24:03+00:00,Nasanay nalang ko sang self comfort...potars yah! Haysss buhay..,nasanay nalang ko sang self comfortpotars yah haysss buhay,0.5555555555555556
6940,40,2022-03-12 23:05:07+00:00,Model jk,model jk,0.5
6953,53,2022-03-12 22:45:57+00:00,"Mudah nya aku
Mau ayo
Ga mau yowes.",mudah nya aku mau ayo ga mau yowes,0.5
6963,63,2022-03-12 22:31:00+00:00,Ang aga ko nagising tapos mag tambay mag isip isip...kamusta na kaya sa pinas? https://t.co/NgB1bKx4dW,ang aga ko nagising tapos mag tambay mag isip isipkamusta na kaya sa pinas,0.5
6992,92,2022-03-12 20:40:30+00:00,@Rahmatrazak06 Haha.. Mcm siot.. Last² tu jawapannya,haha mcm siot last tu jawapannya,0.5
7029,29,2022-03-13 23:27:52+00:00,"@pedoqpop @anwmalaysia,ayam dia boleh cuba. https://t.co/8xrvmlWbvc",ayam dia boleh cuba,0.5
7056,56,2022-03-13 22:52:26+00:00,Every time nga gaplan ka best for yourself..mag ipon more.. damo man gakatabo nga unexpected nga mga bagay2..kaya kung ano nlang Ara..kung ano nalang mabilin.padayoon,every time nga gaplan ka best for yourselfmag ipon more damo man gakatabo nga unexpected nga mga bagay2kaya kung ano nlang arakung ano nalang mabilinpadayoon,0.5833333333333334
7059,59,2022-03-13 22:49:42+00:00,Memories...makamiss mag baywalk sa Marbel. Simple lang nga kainan pero happy.😊 https://t.co/2R33SqeZBR,memoriesmakamiss mag baywalk sa marbel simple lang nga kainan pero happy,0.5454545454545454
7067,67,2022-03-13 22:37:25+00:00,I'm at Cristofori Tampines 201 https://t.co/6WLPKG12Jz,im at cristofori tampines 201,0.5
7117,17,2022-03-14 23:46:11+00:00,@runningpanda_ Lebih kurang je sebenarnya kebanyakan company. Best is jgn compare harga tp compare benefit,lebih kurang je sebenarnya kebanyakan company best is jgn compare harga tp compare benefit,0.5714285714285714
7120,20,2022-03-14 23:42:33+00:00,"Comme on partage toutes les infos ici.

👇🏾",comme on partage toutes les infos ici,0.5714285714285714
7136,36,2022-03-14 23:32:17+00:00,Aga Pako nabalhas bah...,aga pako nabalhas bah,0.5
7147,47,2022-03-14 23:25:56+00:00,"前職のずっと尊敬しているインドネシア人のPMが、
""Yuka,新しいビジネスの事業計画見てあげるから家族で遊びに来なさい"" 
と連絡をくれる。
彼ならワールドワイドな戦略を組めると思う。これが無料って🥺

仕事作るって楽しいだけじゃないけど、引き続き周りの素晴らしい人たちに助けられている。",pm yuka,0.5
7155,55,2022-03-14 23:17:51+00:00,"Sorry aku agree dengan apa yg diperkatakan.
Kau totally tak faham ""halal"" tu ape. Bg kau cukup sekadar no pork, no lard dh kira ""halal"" la tu. Sedangkan banyak lagi faktor lain yg mempengaruhi faktor ""halal"" tersebut.
Tak percaya search kt tiktok ceddyornot dan nilai lah sendiri",sorry aku agree dengan apa yg diperkatakan kau totally tak faham halal tu ape bg kau cukup sekadar no pork no lard dh kira halal la tu sedangkan banyak lagi faktor lain yg mempengaruhi faktor halal tersebut tak percaya search kt tiktok ceddyornot dan nilai lah sendiri,0.5319148936170213
7186,86,2022-03-14 22:39:56+00:00,"@kiminsgfromjp 元ANAPユーザー！
僕大学生の頃はアフロにしてました😅
Bの女の子大好きだったな〜

新潟は何故か当時BBOY, Girl率めちゃ高かった",anap b bboy girl,0.5
7196,96,2022-03-14 22:19:52+00:00,@rahmani_ima @Ayang_Utriza Warna pink 🤣🤣🤣🤣,warna pink,0.5
7206,6,2022-03-15 23:52:30+00:00,Working Hustling https://t.co/ACRWNa3dtF,working hustling,0.5
7227,27,2022-03-15 23:23:32+00:00,"Rainy season

Pdhl mau ke sekolah",rainy season pdhl mau ke sekolah,0.5
7243,43,2022-03-15 22:55:16+00:00,@LayzeeSub @mol813 Legit meh?,legit meh,0.5
7254,54,2022-03-15 22:27:40+00:00,"@hayder_imron @na_dirs @Smsl_alghozali @Uki23 @BurhanMuhtadi @kokokdirgantoro @maman1965 @Gus_Arifin Hehhh 

Kok bawa bawa gonersssss 

Mau aku bacok !!? 😂😂",hehhh kok bawa bawa gonersssss mau aku bacok,0.5
7260,60,2022-03-15 22:15:58+00:00,@hahasrin Tahniah YB,tahniah yb,0.5
7317,17,2022-03-16 23:42:24+00:00,Acaba de publicar una foto en The Metaverse Vietnam https://t.co/7wCbBApPse,acaba de publicar una foto en the metaverse vietnam,0.5555555555555556
7324,24,2022-03-16 23:32:04+00:00,@AREAJULID Belum pernah semua deng😃,belum pernah semua deng,0.5
7325,25,2022-03-16 23:31:40+00:00,@kdrama_menfess Sarapan min 😜,sarapan min,0.5
7326,26,2022-03-16 23:30:09+00:00,Buangkok East https://t.co/8M9mHVmJy9,buangkok east,0.5
7343,43,2022-03-16 23:19:38+00:00,Me ha reventado la apuesta pero lo que me estoy riendo con el resumen 😂 https://t.co/8CkxwAoJPl,me ha reventado la apuesta pero lo que me estoy riendo con el resumen,0.5714285714285714
7361,61,2022-03-16 22:58:17+00:00,"Ok next LZJ, mohle kite p kerja #AllEngland2022 https://t.co/ZzaLvHDtBT",ok next lzj mohle kite p kerja,0.5714285714285714
7416,16,2022-03-17 23:47:25+00:00,"Kesiannye ingatkan immune, nari dia positive  hahaha adoi",kesiannye ingatkan immune nari dia positive hahaha adoi,0.5
7464,64,2022-03-17 22:44:04+00:00,Westham pon bleh menang lawan seville. Manutd apa ada... Zzzz,westham pon bleh menang lawan seville manutd apa ada zzzz,0.5
7500,0,2022-03-18 23:59:47+00:00,"Hahaha
Overthinking lagi
Wordle 273 5/6

🟩⬜⬜⬜⬜
🟩🟩🟨⬜⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩 https://t.co/r9tCEjyGMN",hahaha overthinking lagi wordle 273 56,0.5
7505,5,2022-03-18 23:54:39+00:00,@justZenn_ @mrcreepyposta Yes betul tu..suka tgk citer ni..,yes betul tusuka tgk citer ni,0.5
7529,29,2022-03-18 23:29:33+00:00,"https://t.co/jE8gjW362C
IG pun sama.setakat nak ikut page produk",ig pun samasetakat nak ikut page produk,0.5714285714285714
7539,39,2022-03-18 23:12:30+00:00,Grumpy yaarn???😑🥱 https://t.co/dofNwboaha,grumpy yaarn,0.5
7571,71,2022-03-18 21:56:47+00:00,@sapnapprivate Irl stream,irl stream,0.5
7613,13,2022-03-19 23:49:25+00:00,"@syeabutter Ya, pagi dah terik.",ya pagi dah terik,0.5
7616,16,2022-03-19 23:43:56+00:00,@ngap_ngap @iqbalfaruq_ Nyawer indak dibungkuih nan ka lai Pak 😂,nyawer indak dibungkuih nan ka lai pak,0.5714285714285714
7652,52,2022-03-19 23:00:34+00:00,Lord ipalayo na nah Sila sakon tanan...,lord ipalayo na nah sila sakon tanan,0.5714285714285714
7694,94,2022-03-19 20:59:49+00:00,@MrThiccBeans @Jingggxd Yesssss ! I’m veryyy proud of my babyyy Jinggg Hee hee ♥️♥️♥️,yesssss im veryyy proud of my babyyy jinggg hee hee,0.5
7697,97,2022-03-19 20:43:31+00:00,Mabugtaw ka mu ni Oras kag mag overthink potaaaars,mabugtaw ka mu ni oras kag mag overthink potaaaars,0.5555555555555556
7725,25,2022-03-20 23:35:02+00:00,@Ajad29 Makan free!,makan free,0.5
7761,61,2022-03-20 22:57:25+00:00,Them collect wotoh wotoh 😁🤣😁,them collect wotoh wotoh,0.5
7767,67,2022-03-20 22:38:45+00:00,觀自在 @ Johor Bahru https://t.co/zmi5XzOR2G,johor bahru,0.5
7775,75,2022-03-20 22:29:55+00:00,nak makan 😭😭🥲,nak makan,0.5
7779,79,2022-03-20 22:27:19+00:00,@Pallares_Miquel Tot just m’he llevat 🤩🫂,tot just mhe llevat,0.5
7780,80,2022-03-20 22:26:12+00:00,"@shakira11943240 @SB19Official 🙏🙏🙏. Magdilang anghel ka sana! Dudumugin yan sila dito sa laki ng filo community dito.

@SB19Official",magdilang anghel ka sana dudumugin yan sila dito sa laki ng filo community dito,0.5
7784,84,2022-03-20 22:07:24+00:00,@alyssaali_ Sapa sangkut?,sapa sangkut,0.5
7878,78,2022-03-21 22:26:25+00:00,Acaba de publicar una foto en The Metaverse Vietnam https://t.co/izI4epAzio,acaba de publicar una foto en the metaverse vietnam,0.5555555555555556
7881,81,2022-03-21 22:08:29+00:00,@azucenau @Radio_Formula Pues le va bien a AIFA. Esa es la imagen de ese aeropuerto. Bien por la señora.,pues le va bien a aifa esa es la imagen de ese aeropuerto bien por la señora,0.5882352941176471
7889,89,2022-03-21 21:45:11+00:00,@Acefranzen Congrats bro !! 🥰,congrats bro,0.5
7899,99,2022-03-21 21:30:58+00:00,@coolkidswalknft Wen wl,wen wl,0.5
7914,14,2022-03-22 23:44:55+00:00,Acaba de publicar una foto en The Metaverse Vietnam https://t.co/Fqa5t8ffJY,acaba de publicar una foto en the metaverse vietnam,0.5555555555555556
7926,26,2022-03-22 23:30:48+00:00,Yaaah nggak ada Indonesia 🇮🇩,yaaah nggak ada indonesia,0.5
7953,53,2022-03-22 23:20:59+00:00,Adonis &gt;&gt;&gt; mashrou leila,adonis gtgtgt mashrou leila,0.5
7965,65,2022-03-22 23:12:24+00:00,@catsofinstagram Aww cuties😻,aww cuties,0.5
7986,86,2022-03-22 22:36:00+00:00,"Aku Medan magnet keajaiban dan keberuntungan ☺️

Semangat pagi love ❤️ https://t.co/Ib9PqkHljL",aku medan magnet keajaiban dan keberuntungan semangat pagi love,0.5555555555555556
7987,87,2022-03-22 22:35:12+00:00,@dittameliaa Raden Tantra,raden tantra,0.5
8009,9,2022-03-23 23:52:42+00:00,@_renanguerra e ainda teve a fase do rufus. ‘ain’t nobody’ é simplesmente tudo!,e ainda teve a fase do rufus aint nobody é simplesmente tudo,0.5
8013,13,2022-03-23 23:48:20+00:00,Wala ko karapatan mag complain pero poykapoy gid ya,wala ko karapatan mag complain pero poykapoy gid ya,0.5555555555555556
8036,36,2022-03-23 23:32:56+00:00,"@not_schoool Internet se inventó en 1969. 14 años después, no lo usaba prácticamente nadie. 

Ahora se habla que el acceso a internet es un derecho humano a proteger

Saludos",internet se inventó en 1969 14 años después no lo usaba prácticamente nadie ahora se habla que el acceso a internet es un derecho humano a proteger saludos,0.5384615384615384
8046,46,2022-03-23 23:17:49+00:00,"Surah AlHadid. Ayat 003.

""Dialah Yang Awal dan Yang Akhir dan Yang Zahir serta Yang Batin dan Dialah Yang Maha Mengetahui akan tiap-tiap sesuatu""",surah alhadid ayat 003 dialah yang awal dan yang akhir dan yang zahir serta yang batin dan dialah yang maha mengetahui akan tiaptiap sesuatu,0.5217391304347826
8058,58,2022-03-23 23:09:52+00:00,Chand Nawab KARACHIIIIIIIIIIIIIIIIIIIII https://t.co/jrLkJTbNWT via @YouTube,chand nawab karachiiiiiiiiiiiiiiiiiiiii via,0.5
8062,62,2022-03-23 23:07:08+00:00,"昨天晚上電視一直卡，Spotify又被鎖地域，現在聽不到這首歌，非常煩燥。

希望 MV 不要鎖。",spotify mv,0.5
8086,86,2022-03-23 22:39:50+00:00,"初のCandlelight concertへ。久石譲のジブリ楽曲や菊次郎の夏のSummerなどをカルテットで。世界50都市で行われているイベントなのだとか。週やVenuneに寄ってTaylorSwift,ColdPlay,BTSなど楽曲が変わる。クラシックコンサートで寝なかったの初かも？w 今回の会場はChijmesHall。幻想的で泣けました。 https://t.co/iRLejdUWYd",candlelight concertsummer50venunetaylorswiftcoldplaybtsw chijmeshall,0.5
8097,97,2022-03-23 22:21:02+00:00,No plsplspls,no plsplspls,0.5
8106,6,2022-03-24 23:56:20+00:00,@tanyakanrl Iseng di 2009,iseng di 2009,0.5
8116,16,2022-03-24 23:51:59+00:00,"JR北海道とこんな覚書締結してたんですね。サロン、カフェ、図書室を作ると記事にありましたが、せっかくだから札幌にも無いようなITテクノロジー設備とか建設すれば良いのになあ。ち施設内容が普通すぎるなあ。ま、観光客向けか町民向けかわかりませんが
#北海道愛のTwitter会
#浦臼 https://t.co/JKpf7lMoaL",jrit twitter,0.5
8133,33,2022-03-24 23:38:14+00:00,Rasa mcm hari raya jatuh pada 1 April pulak...,rasa mcm hari raya jatuh pada 1 april pulak,0.5
8139,39,2022-03-24 23:32:25+00:00,"@panditfootball Eh tahun 2012nya ya pas uero ya bukan 2014 pas world cup, iya ya maklum rada rada lupa wkwkwk",eh tahun 2012nya ya pas uero ya bukan 2014 pas world cup iya ya maklum rada rada lupa wkwkwk,0.5882352941176471
8162,62,2022-03-24 23:12:07+00:00,@Ourkezlou You're back ! 😊,youre back,0.5
8163,63,2022-03-24 23:11:48+00:00,@Isaiah_Kanu @JohnTerry26 @ChelseaFC Thanks Bro 💙,thanks bro,0.5
