,date,rawContent,cleaned_content
0,2022-09-26 12:26:19+00:00,#bagoftheday @Prada Launches The New Supernova Handbag https://t.co/cUD5nNSrFN Please RT! #PradaSupernova https://t.co/QipKzReMcN,launches new supernova handbag please rt
1,2022-09-26 12:26:17+00:00,@raidenning PASTEL COTTON CANDY COLORED JIMIN COOKIE I GET YOUUU 😭🫶🏻🫶🏻,pastel cotton candy colored jimin cookie i get youuu
2,2022-09-26 12:26:16+00:00,@zenpromoter Done https://t.co/8nyXqPWE6J,done
3,2022-09-26 12:26:16+00:00,Good cover up lol,good cover up lol
4,2022-09-26 12:26:13+00:00,@MirAclll7 哦，肛生子，,
5,2022-09-26 12:26:10+00:00,@sondesix Maybe a reason to put up a higher price!,maybe reason put up higher price
6,2022-09-26 12:26:10+00:00,You want to play? Lets play https://t.co/ibWOx8I0Tw,you want play lets play
7,2022-09-26 12:26:09+00:00,@silentworks @Apple The “can’t access google Authenticator” excuse,can t access google authenticator excuse
8,2022-09-26 12:26:08+00:00,Sedihnye hidup ni,sedihnye hidup ni
9,2022-09-26 12:26:08+00:00,@blinkmf Membeship biasa nder,membeship biasa nder
10,2022-09-26 12:26:06+00:00,@BeHapppiee I see,i see
11,2022-09-26 12:26:05+00:00,@BoraBoraBaye 非常羨慕有雙胞胎的,
12,2022-09-26 12:26:05+00:00,@VenothkK Yah i want bf soon,yah i want bf soon
13,2022-09-26 12:26:04+00:00,im stressed out https://t.co/Dk2GwJIV4X,im stressed out
14,2022-09-26 12:26:03+00:00,@XDJoeLee 这个就不清楚了。如果可以，应该也是要见完了公民才见永居吧。,
15,2022-09-26 12:26:02+00:00,@TheSaadKaiser 250 confirmed,250 confirmed
16,2022-09-26 12:26:02+00:00,Ukraine's Zelenskyy doesn't think Putin is bluffing over nuclear arms https://t.co/iIWnuH9BkS,ukraines zelenskyy doesnt think putin is bluffing over nuclear arms
17,2022-09-26 12:26:01+00:00,@jajanbighit Ini nder https://t.co/pmZTI0DXcV,ini nder
18,2022-09-26 12:26:00+00:00,“Gula tu letak macam salt bae je bang”,gula tu letak macam salt bae je bang
19,2022-09-26 12:26:00+00:00,@k3ntangmekdiii Katak geprek,katak geprek
20,2022-09-26 12:25:59+00:00,@Fikrinaufal77 Wkwk bahas isu ekonomi yg lg hangat aja,wkwk bahas isu ekonomi yg lg hangat aja
21,2022-09-26 12:25:59+00:00,"Chevron partners MOECO exploring advanced geothermal power generation technology. Both companies may also assess potential collaboration for advanced geothermal technology opportunities using ACL globally.
https://t.co/1LYnnEHHpw
@Chevron 
#wbo #business #technologynews https://t.co/yDGZMQGJww",chevron partners moeco exploring advanced geothermal power generation technology both companies may also assess potential collaboration advanced geothermal technology opportunities using acl globally
22,2022-09-26 12:25:58+00:00,@CroodleApe @Cyber_Tigerz @kings_kuan @SolitudeSj @mourikschilder @LittleRedDot50 @AndrewNFT23,
23,2022-09-26 12:25:57+00:00,@imkadhal I know rite,i know rite
24,2022-09-26 12:25:57+00:00,"don’t ever come tell me you love me if hurting me doesn’t hurt you. if you really loved me, you would change for the better instead of stirring up shit with me.",don t ever come tell me you love me if hurting me doesn t hurt you if you really loved me you would change better instead stirring up shit with me
25,2022-09-26 12:25:56+00:00,"@formularacers_ I have a feeling Haas really doesn’t wanna be Ferrari’s lapdog anymore, therefore they wanna get rid the Ferrari connection which got Mick into the team in the first place. I know Mick is out of the academy already, but still.",i have feeling haas really doesn t wanna be ferrari s lapdog anymore therefore they wanna get rid ferrari connection which got mick into team first place i know mick is out academy already but still
26,2022-09-26 12:25:56+00:00,Don't be lazy on weekends. Still going to practice. https://t.co/7gDnT2psAo,dont be lazy weekends still going practice
27,2022-09-26 12:25:56+00:00,"@BrightTrending @Burberry @bbrightvc #BurberrySS23 
#BurberrySS23xBright 
#bbrightvc 
#burberry",
28,2022-09-26 12:25:56+00:00,"@USHero12 @zlj517 Western colonialists have waged countless wars against Asia, Africa and Latin America, plundered countless resources, slaughtered countless indigenous peoples and are now developed countries, while those former colonies still suffer from poverty, disease and war.",western colonialists have waged countless wars against asia africa latin america plundered countless resources slaughtered countless indigenous peoples are now developed countries while those former colonies still suffer poverty disease war
29,2022-09-26 12:25:56+00:00,@atragicevent Like a fart?,like fart
