,id,date,rawContent,cleaned_content,english_relative_frequency
26,27,2022-01-01 23:41:36+00:00,@RohanFr33386555 You’re right.,youre right,0.5
5,106,2022-01-02 23:56:18+00:00,That nigga doesn't gaf https://t.co/lAkKJYEUb5,that nigga doesnt gaf,0.5
8,209,2022-01-03 23:51:58+00:00,Willem DeVamp #playboicarti #WillemDafoe #GreenGoblin #SpiderMan https://t.co/3PlFRcsQGH,willem devamp,0.5
36,237,2022-01-03 23:34:04+00:00,"Wait whatttttt....,👀😰😨😱 https://t.co/HYHLeeZujx",wait whatttttt,0.5
73,274,2022-01-03 23:07:35+00:00,@lilmhzrhonz_a1 Lool good😂,lool good,0.5
35,436,2022-01-05 23:38:22+00:00,@Dark_Emperorr Tek it easy Dre.,tek it easy dre,0.5
38,439,2022-01-05 23:36:52+00:00,@Owenpalmerems Your inbox.,your inbox,0.5
49,450,2022-01-05 23:29:38+00:00,@quhl5 Thnk you 🙌,thnk you,0.5
53,454,2022-01-05 23:27:38+00:00,Box dem up teacha https://t.co/2Wly2EGsk3,box dem up teacha,0.5
41,542,2022-01-06 23:25:51+00:00,"sza, pnd...makes sense https://t.co/XMCzKyrSWS",sza pnd makes sense,0.5
50,551,2022-01-06 23:19:54+00:00,Y seguro ella tambien tuvo Madre y Abuela... https://t.co/M7gnkGntzb,y seguro ella tambien tuvo madre y abuela,0.5
64,565,2022-01-06 23:11:20+00:00,@ShaeMill You seeet ?,you seeet,0.5
82,583,2022-01-06 22:57:13+00:00,@TheRealestFlo So dem gwaan man,so dem gwaan man,0.5
86,587,2022-01-06 22:55:10+00:00,sooo pretty https://t.co/Axo3FWuoeL,sooo pretty,0.5
87,588,2022-01-06 22:54:37+00:00,"@chevixter @MarioTravels Exactly, kmt",exactly kmt,0.5
29,630,2022-01-07 23:33:09+00:00,Yo años https://t.co/HyIHIvwaSq,yo años,0.5
33,634,2022-01-07 23:32:09+00:00,@Arcanamus The jangcro dem stay bad essi.,the jangcro dem stay bad essi,0.5
44,645,2022-01-07 23:20:09+00:00,"No creas a pasado lo mismo, muchos han pelado o dicho pasaron a mejor vida por golosos y no leer... https://t.co/Nt9cFRZxW2",no creas a pasado lo mismo muchos han pelado o dicho pasaron a mejor vida por golosos y no leer,0.5
83,684,2022-01-07 22:39:44+00:00,Expectacular... Ahora quiero ver que hace... https://t.co/dgF3Tfo2xp,expectacular ahora quiero ver que hace,0.5
98,699,2022-01-07 22:29:07+00:00,Worl hype  🌍🎵 https://t.co/jfN5NmdVeY,worl hype,0.5
96,797,2022-01-08 22:20:32+00:00,TELEGRAM &gt;&gt;&gt;&gt; https://t.co/WRdtTVPWLV,telegram gtgtgtgt,0.5
57,858,2022-01-09 23:22:22+00:00,@18MonthsUpdates dem lips 👄,dem lips,0.5
73,874,2022-01-09 23:05:53+00:00,"Debe haber rondas de policia las 24 horas en ese lugar, mucha gente de mal vivir en las noches, y alumbrado. https://t.co/wPcKSyl9W1",debe haber rondas de policia las 24 horas en ese lugar mucha gente de mal vivir en las noches y alumbrado,0.5
77,878,2022-01-09 23:01:44+00:00,La Tia Mayin que vaya hacer una inspección.. https://t.co/inWNhmo1No,la tia mayin que vaya hacer una inspección,0.5
92,893,2022-01-09 22:50:26+00:00,Tanjiro has Daki by her neck bro 😩😩😩😩,tanjiro has daki by her neck bro,0.5714285714285714
14,915,2022-01-10 23:35:17+00:00,Sooo cute https://t.co/vrUrvQyyTt,sooo cute,0.5
46,947,2022-01-10 22:59:51+00:00,@IgnoringNita Talk choot!!,talk choot,0.5
62,1063,2022-01-11 23:19:00+00:00,Yes man!! Seet deh. https://t.co/FhCVW6YIab,yes man seet deh,0.5
98,1099,2022-01-11 22:40:11+00:00,@chev_camp @jaheimclx @sirdarien_ shock yf https://t.co/C81bjLr79q,shock yf,0.5
97,1198,2022-01-12 22:13:31+00:00,Who snitched? https://t.co/15Xlrt8mwJ,who snitched,0.5
27,1228,2022-01-13 23:37:23+00:00,@AnnMH2020 👀 Portmore dry lakka chips!,portmore dry lakka chips,0.5
95,1296,2022-01-13 22:34:20+00:00,@SupremeAquarius ooooof bb,ooooof bb,0.5
11,1312,2022-01-14 23:50:57+00:00,@yohittaj Yayyy 🥰🥰 arite,yayyy arite,0.5
35,1336,2022-01-14 23:27:33+00:00,Worth retweeting. https://t.co/h8eiEbnD5R,worth retweeting,0.5
