,id,date,rawContent,cleaned_content,english_relative_frequency
58,2259,2022-01-23 23:22:24+00:00,@Sn3ako Lool bruhh... Dven know,lool bruhh dven know,0.25
72,3773,2022-02-07 22:39:16+00:00,Lmfaoo unu savage yf,lmfaoo unu savage yf,0.25
86,4287,2022-02-12 22:38:41+00:00,@SymphanySpeaks Seeit Deh....disturb dem claat,seeit deh disturb dem claat,0.2
8,5909,2022-03-01 23:53:19+00:00,douleur dans toutes les langues,douleur dans toutes les langues,0.2
41,7242,2022-03-14 23:22:07+00:00,@JaJahumanist Jah Jah....dweet man...,jah jah dweet man,0.25
74,9575,2022-04-06 23:12:03+00:00,Quien fue el inteligente😜 https://t.co/ePoauEE89N,quien fue el inteligente,0.25
28,9729,2022-04-08 23:45:45+00:00,Este delito debe ser considerado entre los mas penados por nyestras Leyes.. https://t.co/b2p8TggRev,este delito debe ser considerado entre los mas penados por nyestras leyes,0.25
90,10291,2022-04-13 22:32:10+00:00,@chevixter Jah jah no enuh,jah jah no enuh,0.25
68,19369,2022-07-13 23:25:32+00:00,Me cya bada enuh https://t.co/wdgS92x3AY,me cya bada enuh,0.25
82,19583,2022-07-15 22:53:36+00:00,"@WorldAthletics @dinaashersmith Bwoy.. Jcans vibsey bad, ennuh!😁👋",bwoy jcans vibsey bad ennuh,0.2
26,20227,2022-07-22 23:36:09+00:00,"Eran otros tiempos, por algo se gano su papel en la Historia.. https://t.co/HmO27MO62d",eran otros tiempos por algo se gano su papel en la historia,0.25
16,21817,2022-08-07 23:45:24+00:00,"@VarlaRamaiah Neku yenduku sir, gudda musukune intlo kurcho sir. Lekapote neku pagilipotundi sir.",neku yenduku sir gudda musukune intlo kurcho sir lekapote neku pagilipotundi sir,0.25
