,date,content,cleaned_content
7851,2022-05-20 09:49:24+00:00,@Sfundo_19 But why can’t men also have preference?,but why can t men also have preference
7852,2022-05-20 09:49:24+00:00,#NewProfilePic https://t.co/kdFX05Oobp,
7853,2022-05-20 09:49:23+00:00,My mom being employed is something that will never make sense to me. Like babe why aren’t you answering the phone ?,my mom being employed is something that will never make sense me like babe why aren t you answering phone
7854,2022-05-20 09:49:23+00:00,@FAC_SA ربي يوفقك غدير ❤️,
7855,2022-05-20 09:49:22+00:00,"@HerQueenGirl @RichelieuBrandy @BlueBullsRugby @Vodacom #TrueToTheBlue
#RichelieuYourWay
All the best you guys are already winners. ❤️♥️",all best you guys are already winners
7856,2022-05-20 09:49:21+00:00,"The intention was to send 3 elderly ladies🕋 

One was secured before this post below. Received word now, a 2nd lady was approved this morning due to kind donors.

The 3rd one has a shortfall of +-R50k. 

Kindly share with family &amp; friends.🤲🏾🙏🏾❤️ https://t.co/4vyuiDmH2I",intention was send 3 elderly ladies one was secured before this post below received word now 2nd lady was approved this morning due kind donors 3rd one has shortfall r50k kindly share with family amp friends
7857,2022-05-20 09:49:20+00:00,@thandompembe I'll play nicely https://t.co/SWXaTa1APv,ill play nicely
7858,2022-05-20 09:49:19+00:00,@rethabilemlumbe No you’re not alone 😭,no you re not alone
7859,2022-05-20 09:49:16+00:00,What an incredible woman ❤️https://t.co/6cPYSV9Mw3 https://t.co/bzt6gD7XO7,what incredible woman
7860,2022-05-20 09:49:13+00:00,"@Jessica_Lobi Bring back courting… these talking stages, dating different people is not working 😩.",bring back courting these talking stages dating different people is not working
7861,2022-05-20 09:49:11+00:00,@tshudi_alpheus I still want Ben but I didn’t doubt Pattinson 👀,i still want ben but i didn t doubt pattinson
7862,2022-05-20 09:49:11+00:00,@AphiwePhike Haisuka 😂😂😂,haisuka
7863,2022-05-20 09:49:10+00:00,"When this appeared ? I scrome i remember i even got up from the couch. I'm like He's soo fine im stanning him .Then he got on stage and it was game over DONE DEAL😭😭😭😭
COUNTDOWN TO BIG25 
EMMABILLION UNLOCKED 
A DAY TO BIG25 
#EmmanuelUmoh 
#MayForEmmanuel https://t.co/A0t2LVUQZh",when this appeared i scrome i remember i even got up couch im like hes soo fine im stanning him then he got stage it was game over done deal countdown big25 emmabillion unlocked day big25
7864,2022-05-20 09:49:08+00:00,Sarb's repo rate hike move was strong but necessary action - economist https://t.co/lpHAuAUOrL,sarbs repo rate hike move was strong but necessary action economist
7865,2022-05-20 09:49:07+00:00,Period!! https://t.co/ZDUJvPKsam,period
7866,2022-05-20 09:49:07+00:00,@trevatre Heavy🔥🔥🔥 Let stack them up OG🙏🏽,heavy let stack them up og
7867,2022-05-20 09:49:06+00:00,#keithrichards #rollingstones https://t.co/Z1k4jHlMoQ,
7868,2022-05-20 09:49:06+00:00,"@EvEy_Mo It’s a lot but yeah I’m starting to feel highly inconvenienced by Uber hey, plus I want to do road trips … it’s time😂",it s lot but yeah i m starting feel highly inconvenienced by uber hey plus i want do road trips it s time
7869,2022-05-20 09:49:06+00:00,@FjvWyk Jissem,jissem
7870,2022-05-20 09:49:05+00:00,RT for awareness https://t.co/k7PlbKECyK,rt awareness
7871,2022-05-20 09:49:04+00:00,"Don't miss us at the Xero Roadshow next week! TallOrder Solutions is excited to showcase the power of TallOrder POS to our accounting partners. Please join us in Cape Town (24 May) &amp; Johannesburg (26 May)
 #xeroaccounting #xeroaccountingtips #xeroaccountingsoftware #accounting https://t.co/Jrt4ZyQntP",dont miss us at xero roadshow next week tallorder solutions is excited showcase power tallorder pos our accounting partners please join us cape town 24 may amp johannesburg 26 may
7872,2022-05-20 09:49:03+00:00,Genuine people that I never wanna lose in my life ❤️🥹 https://t.co/rrN5l8j4eV,genuine people that i never wanna lose my life
7873,2022-05-20 09:49:02+00:00,"@Merentia I had duck once, didn't like it 🤮",i had duck once didnt like it
7874,2022-05-20 09:49:02+00:00,https://t.co/Yi4ffves8F,
7875,2022-05-20 09:49:02+00:00,@PCDLyt @MDNnewss @lucky_mpata So in that list it's only PIT BULL that is a breed dog? Even normal dog if is trained to be aggressive and dangerous can attack you whether you old or young....,so that list its only pit bull that is breed dog even normal dog if is trained be aggressive dangerous can attack you whether you old or young
7876,2022-05-20 09:49:01+00:00,"@theangeljbsmith Mornings. ❤️❤️

#AngelJBSmith",mornings
7877,2022-05-20 09:48:59+00:00,"I can and I will. 

Doubt does not live here anymore.",i can i will doubt does not live here anymore
7878,2022-05-20 09:48:58+00:00,"Vibrators are the truth, leave men today 🤲🏼",vibrators are truth leave men today
7879,2022-05-20 09:48:58+00:00,@lilitha_j Yhoooo what is the monkeypox ngoku?,yhoooo what is monkeypox ngoku
7880,2022-05-20 09:48:58+00:00,"Offer ends on 26 May 2022. Available online and in-stores whilst stocks last: https://t.co/RkNdlh8Ltt
*Ts &amp; Cs Apply.",offer ends 26 may 2022 available online stores whilst stocks last ts amp cs apply
7881,2022-05-20 09:48:57+00:00,"Enjoy 20% Off* Selected Glassware.

See the glass as half full with our selection of bespoke mouth-blown glassware currently on offer. Wine Glass Set of 4 – ripple WAS R669, NOW R535. https://t.co/W3KZz8dOd6",enjoy 20 off selected glassware see glass as half full with our selection bespoke mouth blown glassware currently offer wine glass set 4 ripple was r669 now r535
7882,2022-05-20 09:48:56+00:00,https://t.co/pH4BLq2SUK,
7883,2022-05-20 09:48:56+00:00,@privilege_mufc @utdreport @samuelluckhurst 💯,
7884,2022-05-20 09:48:55+00:00,"@khanyizama Suxoka u Hlengwa yena wonke, ngoku waye vocal kula sisi kangaka",suxoka u hlengwa yena wonke ngoku waye vocal kula sisi kangaka
7885,2022-05-20 09:48:52+00:00,Nobody who idolises CR7 would stay at PSG . https://t.co/zNnWGiK9lL,nobody who idolises cr7 would stay at psg
7886,2022-05-20 09:48:51+00:00,@Bonang @Victor_MKH I can’t wait for you to finally get justice for brand Bonang and set the record straight. Maybe the GP will stop spreading lies about what’s really going on.,i can t wait you finally get justice brand bonang set record straight maybe gp will stop spreading lies about what s really going
7887,2022-05-20 09:48:51+00:00,🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/9eJc9pvuHW,
7888,2022-05-20 09:48:50+00:00,"@CSPhotoCinema There’s plenty to get upset about, I get it, but there’s the weird sense of making the world bend and conform to help snowflakes feel ‘safe’ as if it’s something outside of them that’s the problem lol self awareness is all time low in the woke mob.",there s plenty get upset about i get it but there s weird sense making world bend conform help snowflakes feel safe as if it s something outside them that s problem lol self awareness is all time low woke mob
7889,2022-05-20 09:48:50+00:00,https://t.co/KVIPBgjiG0,
7890,2022-05-20 09:48:50+00:00,@miss_cuku I’m not wasting. It’s part of the budget 😭😭,i m not wasting it s part budget
7891,2022-05-20 09:48:47+00:00,"@NonzMwelase Hehe, alright well dont rest to much, you may just not be able to keep up with Active guys like me who go hiking and like the ocean",hehe alright well dont rest much you may just not be able keep up with active guys like me who go hiking like ocean
7892,2022-05-20 09:48:47+00:00,An alleged murderer mind you... https://t.co/n1ir1nRbkb,alleged murderer mind you
7893,2022-05-20 09:48:46+00:00,@MaKooMaLo_J Will only blame u if he hurt u again it will ur fault not his,will only blame u if he hurt u again it will ur fault not his
7894,2022-05-20 09:48:45+00:00,@lisamartinart Good morning Lisa. Have a wonderful day 🌻☀️💐,good morning lisa have wonderful day
7895,2022-05-20 09:48:44+00:00,@w_fallon Well then mino taught her well 🤣🤣,well then mino taught her well
7896,2022-05-20 09:48:42+00:00,"I'm going to @ComicConAfrica  y'all! 🙌✨

I haven't tabled at a con since Fancon '19 (my first one ever). I can't wait, man! Since my last con, I started streaming and met a ton of really dope people in the community and I really hope I get to meet some of y'all in person 😀 https://t.co/HOBXskC6PK",im going yall i havent tabled at con since fancon 19 my first one ever i cant wait man since my last con i started streaming met ton really dope people community i really hope i get meet some yall person
7897,2022-05-20 09:48:36+00:00,Just being me is enough for me,just being me is enough me
7898,2022-05-20 09:48:35+00:00,"@jamescdyer Aaah right, gotcha",aaah right gotcha
7899,2022-05-20 09:48:35+00:00,@BarbierAbra Ek lag lelik in my tweede taal 😂,ek lag lelik my tweede taal
7900,2022-05-20 09:48:32+00:00,Medupi struggling to preserve parts of unit 4 after explosion - management https://t.co/Bq11daFBm6,medupi struggling preserve parts unit 4 after explosion management
7901,2022-05-20 09:48:32+00:00,@ntsikimazwai Someone please tag Bonang. Now that she’s learning she must not miss this.,someone please tag bonang now that she s learning she must not miss this
7902,2022-05-20 09:48:32+00:00,"@sagheerosman What would a Greek Salad Pie taste like? 

Or Potato Salad Pie?",what would greek salad pie taste like or potato salad pie
7903,2022-05-20 09:48:29+00:00,The Joys Of Online Learning https://t.co/OR5iF68J8U https://t.co/Gzdj9iBPA9,joys online learning
7904,2022-05-20 09:48:29+00:00,@jamiegoode Ok thank you!,ok thank you
7905,2022-05-20 09:48:27+00:00,"‘Two Hues’: South African film selected for Cannes NEXT 

@WeaamWilliams 

https://t.co/j1vmZ9GVEZ",two hues south african film selected cannes next
7906,2022-05-20 09:48:26+00:00,@TokyoDibz Bro mayime,bro mayime
7907,2022-05-20 09:48:24+00:00,@MrCPT Name and shame ...,name shame
7908,2022-05-20 09:48:23+00:00,@VirgilVanDijjk ياحظك 😔🤍,
7909,2022-05-20 09:48:17+00:00,Exactly what I do best… show up❤️Team building✌🏽 https://t.co/nq5CT4MuRR,exactly what i do best show up team building
7910,2022-05-20 09:48:17+00:00,@KaizerChiefs ❤❤,
