,date,content,cleaned_content
9652,2022-05-20 08:07:19+00:00,I feel today truly is a big day for me and for all of us. A word which gets thrown around finally found some meaning. A special mention to @zachlipp who gave a final nudge and brought it to the attention of the last collectors.,i feel today truly is big day me all us word which gets thrown around finally found some meaning special mention who gave final nudge brought it attention last collectors
9653,2022-05-20 08:07:19+00:00,@bodyfixator 😂😂😂,
9654,2022-05-20 08:07:19+00:00,"पूरे भारत को आप पे गर्व है।
CONGRATULATIONS ! https://t.co/bfojKBQrhP",congratulations
9655,2022-05-20 08:07:18+00:00,"We look forward to Mr Satish Kumar, Asst Dir, MoMSME, mentoring today's session for Entrepreneurship Development Prog-Clean Cooking India

1st of its kind in India to nurture and provide Finance, Technology &amp; Market Access support to Indian Entrepreneurs. Supported by @UKMECS https://t.co/SxfgqEO7aP",we look forward mr satish kumar asst dir momsme mentoring todays session entrepreneurship development prog clean cooking india 1st its kind india nurture provide finance technology amp market access support indian entrepreneurs supported by
9656,2022-05-20 08:07:18+00:00,"@Larryiian YOU ARE THE BEST THE WAY YOU ARE, YOU HAVE TO LOVE YOURSELF FIRST! YOUR MUSKAN MATTERS MUSU! ♥️",you are best way you are you have love yourself first your muskan matters musu
9657,2022-05-20 08:07:17+00:00,@shailesh543213 The  Article in question has been delivered on 28.04.2022.,article question has been delivered 28 04 2022
9658,2022-05-20 08:07:17+00:00,@marcan42 Real programmers use butterflies,real programmers use butterflies
9659,2022-05-20 08:07:16+00:00,"#Prayagraj

उच्च प्राथमिक विद्यालयों में कार्यरत अनुदेशकों को 17 हजार मानदेय दिए जाने का मामला,

#Allahabad #High #Court में हुई मामले की सुनवाई,

अनुदेशकों की ओर से मानदेय दिए जाने को लेकर पेश की गई दलीलें,",17
9660,2022-05-20 08:07:16+00:00,@RJDforIndia Mare liye CHARA chor hi sirf,mare liye chara chor hi sirf
9661,2022-05-20 08:07:16+00:00,"Agar sach mein charkha chalane se azaadi aayi thi to kashmir ke bhatke hue naujawan pathar kyun phenkte hai?? 
CHARKHA KYU NAHI CHALATE??

#hindutva #Gyanvapi #TajMahal #Gandhi #Kashmir #KashmiriPandits #KashmirFiles #Kashmir",agar sach mein charkha chalane se azaadi aayi thi kashmir ke bhatke hue naujawan pathar kyun phenkte hai charkha kyu nahi chalate
9662,2022-05-20 08:07:16+00:00,@VedantaLimited @Hindustan_Zinc @AnilAgarwal_ved @Meltio3D,
9663,2022-05-20 08:07:15+00:00,zarruri sadhan rozgar jaise vishya baddhne se arthik surakaha baddhegi carona prabhaviton ko ubharne mein madad milegi,zarruri sadhan rozgar jaise vishya baddhne se arthik surakaha baddhegi carona prabhaviton ko ubharne mein madad milegi
9664,2022-05-20 08:07:15+00:00,"@justvoot #BurePhasseUmar
H",h
9665,2022-05-20 08:07:14+00:00,"#ASSOCHAM is organising a technical session on the ""Indian Metals Industry"".

Eminent Panelists along with Mr. Gopalakrishnan Ganesan, Dy Sec, @SteelMinIndia &amp; Mr. R Saravanabhavan, Dy Advisor, @NITIAayog are discussing the challenges &amp; way forward for the Indian Metals Industry. https://t.co/88LcrRlK64",is organising technical session indian metals industry eminent panelists along with mr gopalakrishnan ganesan dy sec amp mr r saravanabhavan dy advisor are discussing challenges amp way forward indian metals industry
9666,2022-05-20 08:07:14+00:00,"@Fittrwithkj How do you keep a track brother? 
I'm sure mine must not be more than 15-20 :P",how do you keep track brother im sure mine must not be more than 15 20 p
9667,2022-05-20 08:07:14+00:00,@duarajiv @virsanghvi @Niva_Bupa Religare is now known as Care,religare is now known as care
9668,2022-05-20 08:07:14+00:00,@procaffeeinator Voh technically mere nahi hai??!!,voh technically mere nahi hai
9669,2022-05-20 08:07:14+00:00,".
""कई बार घर में पहुँचा आदमी
दरअसल सड़क पर ही चल रहा होता है!""

- वीरू सोनकर",
9670,2022-05-20 08:07:14+00:00,@bhawanisinghUR @TheAkshay_Lover Ma  yahi huuu,ma yahi huuu
9671,2022-05-20 08:07:14+00:00,@rocxwrangler We will look into this and coordinate to get your parcel delivered at the earliest. We regret the inconvenience caused.,we will look into this coordinate get your parcel delivered at earliest we regret inconvenience caused
9672,2022-05-20 08:07:13+00:00,"Now more than ever, small businesses can meet customers where they are. Emergence of eComm has been nothing but boon for country. Still sector struggles sometimes, which is really a concern. More modern definition, outlook &amp; policies will help! @CCI_India https://t.co/tcds5p5jtj",now more than ever small businesses can meet customers where they are emergence ecomm has been nothing but boon country still sector struggles sometimes which is really concern more modern definition outlook amp policies will help
9673,2022-05-20 08:07:13+00:00,The sweetest revenge is self growth.,sweetest revenge is self growth
9674,2022-05-20 08:07:13+00:00,@Zaira_Nizaam Your role model in life ??,your role model life
9675,2022-05-20 08:07:13+00:00,@okaybayc 9xYHCR8f8JM8cLZieutVSPaX91hreJbh6CvKgwAQVRY6,9xyhcr8f8jm8clzieutvspax91hrejbh6cvkgwaqvry6
9676,2022-05-20 08:07:11+00:00,🤣🤣 https://t.co/TJRnzusJxN,
9677,2022-05-20 08:07:10+00:00,@karvikaran @Imviratarmy https://t.co/RqLnLG8gFM,
9678,2022-05-20 08:07:10+00:00,"@VaibhavSisinty Memorizing the main cast of a movie while watching the credits

or pointing out ""I've seen this actor in this and this movie/series""",memorizing main cast movie while watching credits or pointing out ive seen this actor this this movie series
9679,2022-05-20 08:07:10+00:00,"@republic We have pathetic judicial system,  people dies and cases still run on...what will happen",we have pathetic judicial system people dies cases still run what will happen
9680,2022-05-20 08:07:09+00:00,@Thevivek__ If I am not wrong 😂.. You are talking about discretionary power of president 👀??,if i am not wrong you are talking about discretionary power president
9681,2022-05-20 08:07:09+00:00,@AnuragC56238396 यहाँ भी छोड़ना किसी को नहीं है,
9682,2022-05-20 08:07:09+00:00,@Dr_Uditraj @INCIndia Tum kahan se pade likhe ho muftkhori,tum kahan se pade likhe ho muftkhori
9683,2022-05-20 08:07:08+00:00,@_anu_shika Banaras wali gali..... banarasi gali 🤣🤣,banaras wali gali banarasi gali
9684,2022-05-20 08:07:08+00:00,"No one like our Quinny! 🔥👑A big shoutout to this #SuperGiant for a tremendous innings! 💙

#IPL2022 🏆 #bhaukaalmachadenge #lsg #LucknowSuperGiants #T20 #TataIPL #Lucknow #UttarPradesh #LSG2022 https://t.co/EWHDJ6mGoG",no one like our quinny big shoutout this tremendous innings
9685,2022-05-20 08:07:07+00:00,@justvoot #BurePhasseUmar https://t.co/ANJOOkOhkz,
9686,2022-05-20 08:07:07+00:00,@enggmanoj1979 👏💐,
9687,2022-05-20 08:07:07+00:00,"@MultipieSocial How do you forsee zomato's startegy with regards to expansion-: 1. Infoedge startegy of becoming VC (they have cash cow Naukri which you don't)
2. Focus on food delivery and restaurant discovery which again has serious competition.",how do you forsee zomatos startegy with regards expansion 1 infoedge startegy becoming vc they have cash cow naukri which you dont 2 focus food delivery restaurant discovery which again has serious competition
9688,2022-05-20 08:07:05+00:00,Mommy-to-be Sonam Kapoor says ‘Miss you’ to Anand Ahuja as she shares romantic throwback pictures of them – See posts | Hindi Movie News https://t.co/MhEqOcOxWV,mommy be sonam kapoor says miss you anand ahuja as she shares romantic throwback pictures them see posts hindi movie news
9689,2022-05-20 08:07:04+00:00,@findingyoongay https://t.co/fE15L8K37T,
9690,2022-05-20 08:07:03+00:00,@AmritaNarlikar @charlesbroger Seems so interesting!,seems so interesting
9691,2022-05-20 08:07:03+00:00,"Ujjivan SFB alters savings account interest rates: Check details here #interestrates #Savingsaccount #UjjivanSFB #UjjivanSmallFinanceBank #ujjivansmallfinancebanksavingsaccountinterestrate https://t.co/fxxG0cd90U
https://t.co/ZXZVAsrWqC",ujjivan sfb alters savings account interest rates check details here
9692,2022-05-20 08:07:02+00:00,"HR experts as they discuss how technology can help to reduce bias and increase workplace inclusion.

#SHRMTech22 #SHRMIndia #SHRM #Metaverse #WorkPlace #Technology #WorkTech #Conference #PeoplePractices",hr experts as they discuss how technology can help reduce bias increase workplace inclusion
9693,2022-05-20 08:07:02+00:00,@ MCD. https://t.co/wCehSHedXv,mcd
9694,2022-05-20 08:07:02+00:00,✨ https://t.co/E8r2x2XEpX,
9695,2022-05-20 08:07:02+00:00,"When the pandemic forced workplaces to shut their doors overnight, organizations achieved the unthinkable: working successfully with a remote workforce!
Join us at SHRM TECH Conference &amp; Expo 2022, happening this May 19-20 in Hyderabad and listen to a panel of @rajeshpadman https://t.co/a6Ndw0fiXm",when pandemic forced workplaces shut their doors overnight organizations achieved unthinkable working successfully with remote workforce join us at shrm tech conference amp expo 2022 happening this may 19 20 hyderabad listen panel
9696,2022-05-20 08:07:01+00:00,"U r such a disgustingg person @Vishalkkotian Humanity Diess. Don’t u feel ashamed of ur doings. Don’t you feel tat how family will go through all this even after they hv not given u permission &amp; what they will feel wen they will see Sid’s pic in ur video.. 

#SidharthShukla",u r such disgustingg person humanity diess don t u feel ashamed ur doings don t you feel tat how family will go through all this even after they hv not given u permission amp what they will feel wen they will see sid s pic ur video
9697,2022-05-20 08:07:01+00:00,@DoctorAjayita लोगो की उम्र बढती है और आपकी..खैर छोडिये लोग समझेंगे कि मैं फ्लर्ट करने की कोशिश कर रहा हूं 😜😜,
9698,2022-05-20 08:07:00+00:00,"@MinhazMerchant What fills me with pride is that India has not only bounced back after COVID, we seem to be in the best position unlike most developed n developing nations. (Touchwood!)Modi’s Atamnirbhar Bharat has paid rich dividends. We’re looking out for ourselves while helping the world! 💪🏼",what fills me with pride is that india has not only bounced back after covid we seem be best position unlike most developed n developing nations touchwood modi s atamnirbhar bharat has paid rich dividends we re looking out ourselves while helping world
9699,2022-05-20 08:07:00+00:00,@TeamYouTube ok Thanks,ok thanks
9700,2022-05-20 08:07:00+00:00,@Dheerajsingh_ हर हर महादेव 🙏,
9701,2022-05-20 08:06:59+00:00,"I just love the RW IT cell army. Ensures edited clips of my show are put out every day on Twitter with their own interpretation of course 
Ensures that show goes viral every day!
Plus show how seriously and carefully they watch! Feels good!🙏👍 https://t.co/HQWEFoxg9X",i just love rw it cell army ensures edited clips my show are put out every day twitter with their own interpretation course ensures that show goes viral every day plus show how seriously carefully they watch feels good
9702,2022-05-20 08:06:59+00:00,मलखान सिंह चिकित्सालय के सभागार में एक दिवसीय प्रशिक्षण आयोजित https://t.co/CYU0GlI5pz,
9703,2022-05-20 08:06:58+00:00,"#FreeHappy @NonhumanRights 
        ❌🗽⛓🐘⛓🗽❌ https://t.co/KMjtIZ5t8R",
9704,2022-05-20 08:06:57+00:00,"राज ठाकरे का अयोध्या दौरा रद्द। नई तारीख का ऐलान 22 मई को होने वाली राज की पुणे में आयोजित सभा में होगा।
#RajThackeray",22
9705,2022-05-20 08:06:56+00:00,https://t.co/EJrv9C8EpD,
9706,2022-05-20 08:06:56+00:00,Lack of will. https://t.co/Yl7xgCiC3a,lack will
9707,2022-05-20 08:06:55+00:00,"Did you know ? Divya Khosla Kumar lands up getting bruises because of her metal outfit which she wore for her recent released song #Designer

#DivyaKhoslaKumar https://t.co/CYjW9kjgvq",did you know divya khosla kumar lands up getting bruises because her metal outfit which she wore her recent released song
9708,2022-05-20 08:06:55+00:00,Amber Heard’s former co-star David Krumholtz says she ‘is a victim’ in Depp trial https://t.co/Rkuignhcy5,amber heard s former co star david krumholtz says she is victim depp trial
9709,2022-05-20 08:06:54+00:00,"@Gaurav9995 For redressal of your complaint could you please help us with the following:

NAME:
ADDRESS:
CONTACT NO.:
ISSUE:

Alternatively, you can DM the above sought details in our inbox.",redressal your complaint could you please help us with following name address contact no issue alternatively you can dm above sought details our inbox
9710,2022-05-20 08:06:54+00:00,"@justvoot #BurePhasseUmar
G https://t.co/CKjNVOBx1Z",g
9711,2022-05-20 08:06:54+00:00,@noon_cares @dubai_consumers @noon still  order is not received..and it was express delivery it its 3 days now..,still order is not received it was express delivery it its 3 days now
9712,2022-05-20 08:06:54+00:00,"झूठ के लम्हे होते हैं, सदियां नहीं!” आज़म ख़ान की रिहाई पर अखिलेश यादव का ट्वीट https://t.co/SrodD8Rh3Z 
#AkhileshYadav #AzamKhan @yadavakhilesh 
@shivpalsinghyad",
9713,2022-05-20 08:06:54+00:00,"मैं हिंदुओं के लिए लिखता हूं मैं हिंदूवादी हूं जो साथ दे तो ठीक वरना मैं अकेला ही काफी हूं
🚩जय जय श्री राम🚩",
9714,2022-05-20 08:06:53+00:00,"यहां जनजातीय एवं अन्य क्षेत्रीय भाषाओं को जोड़ने के लिये काम करना चाहिए।मंत्रालय जनजातीय समाज के स्वास्थ्य के लिए वृहद योजना बना रही है। बैठक में सभी जिलों के उपायुक्तों ने अपने अपने जिला में चल रहे विकास योजनाओं के बारे में जानकारी और नए सुझाव दिए।उनका धन्यवाद।
@DCkhunti",
9715,2022-05-20 08:06:52+00:00,Even I am trying to convey this to every citizen of this country I can. But 😕 https://t.co/ZgVVDXO7w1,even i am trying convey this every citizen this country i can but
9716,2022-05-20 08:06:52+00:00,@aryhiee Sahi toh tha paper 😭😂,sahi toh tha paper
9717,2022-05-20 08:06:52+00:00,@Tweets_of_A Thank you,thank you
9718,2022-05-20 08:06:52+00:00,#JusticeforCA,
9719,2022-05-20 08:06:50+00:00,@sengarlive Rashtrapati to nhi banne wale hain,rashtrapati nhi banne wale hain
9720,2022-05-20 08:06:49+00:00,@iPrahladYadav @Reishivjadhav गजब,
9721,2022-05-20 08:06:49+00:00,"@ishehnaaz_gill Baby app sabse best ho 
I love you so so so much 
Bohot bohot jayda 
Apki smile bohot pyari hain 
App jaan ho 
#SHEHNAAZGILL",baby app sabse best ho i love you so so so much bohot bohot jayda apki smile bohot pyari hain app jaan ho
9722,2022-05-20 08:06:49+00:00,@PrashantKishor Perfectly said …. @RahulGandhi waiting for another election,perfectly said waiting another election
9723,2022-05-20 08:06:48+00:00,https://t.co/oVEDdY6Hub #TenfiPaysYou #BNBChain #TENFI,
9724,2022-05-20 08:06:48+00:00,@Bhupend66272717 @HNagar90 @dmgbnagar @cdogbnagar @myogioffice @tejpalnagarMLA @Dkumarchandel @AmitChudharyBJP @partap_nagar Ye jo wo road hai jo nahar nahar jata h usi pr,ye jo wo road hai jo nahar nahar jata h usi pr
9725,2022-05-20 08:06:48+00:00,पढ़ने का सीक्वेंस बिगड़ रहा होगा. यहां फेसबुक पर पढ़ें.,
9726,2022-05-20 08:06:48+00:00,@NahhShady666 @SEXYJEONZ @sadboironit same......,same
9727,2022-05-20 08:06:47+00:00,Sara Ali Khan Enjoys 12-Course Meal With “Mommy” In London – See Pic https://t.co/tiAKTKgqGY,sara ali khan enjoys 12 course meal with mommy london see pic
9728,2022-05-20 08:06:46+00:00,"✨常にストレイフが可能

✨視点移動なし

✨キーボード入力で全方位ストレイフ

✨前提として移動キーはWASDのみ

Discordサーバー
https://t.co/8SS8mX3kEZ

Cではありません
https://t.co/dIGgoe5WEM

#APEX募集
#APEX女子
#APEX自己紹介
#APEX 
#APEXランク募集 
#APEXチート 
#APEXチート販売",wasd discord c
9729,2022-05-20 08:06:45+00:00,"@_garrywalia Anna-Mai nahi ladunga
Baba-Mai to business ange badaunga
Kejri-Aur mai sabke C bnaunga",anna mai nahi ladunga baba mai business ange badaunga kejri aur mai sabke c bnaunga
9730,2022-05-20 08:06:45+00:00,@SharmaG_1 @take_ur_pills https://t.co/ZKSfQ5EJzU,
9731,2022-05-20 08:06:44+00:00,@Tiny_Dhillon Kya koi Jawan op main shamil hi nhi tha.,kya koi jawan op main shamil hi nhi tha
9732,2022-05-20 08:06:44+00:00,"@AdityaRajKaul Every institution in India works for Rich and Powerful! All laws are bend. Some are released after 31 Years, some are given punishment after 31 years… kamal ka system hai. @RatanSharda55",every institution india works rich powerful all laws are bend some are released after 31 years some are given punishment after 31 years kamal ka system hai
9733,2022-05-20 08:06:44+00:00,"GMB Management Service
Dedicated Account Manager
Claim or Create Your GMB Listing
Upload New Photos and Videos
Did i mention that its free for 6 months free 
 
Email us at Info@singlesurface.com
Call us at  08745007008
#google
#googlebusinessprofile
#googlemybusiness
#googlemaps https://t.co/dPShERrUf6",gmb management service dedicated account manager claim or create your gmb listing upload new photos videos did i mention that its free 6 months free email us at info com call us at 08745007008
9734,2022-05-20 08:06:44+00:00,"The exploration continues ✨️❤️.

#RashamiDesai #Rashamians https://t.co/rrP1bfkp68",exploration continues
9735,2022-05-20 08:06:44+00:00,My anxiety to any thought in my brain: https://t.co/csWqqIyQRD,my anxiety any thought my brain
9736,2022-05-20 08:06:43+00:00,थाईलैंड ओपन 2022 के दूसरे दौर में पहुंची मालविका बंसोड़ https://t.co/xjo4vH4Gbc,2022
9737,2022-05-20 08:06:43+00:00,"@ShashiTharoor Haha, correct place to keep this type of book..",haha correct place keep this type book
9738,2022-05-20 08:06:41+00:00,"@PuneetA72940345 @Komal_A05 😂😂.. kundan ka necklace hai na neeche toh visible nahi hai properly. May be 5 flowers or stars of diamond, three little bigger in the centre.",kundan ka necklace hai na neeche toh visible nahi hai properly may be 5 flowers or stars diamond three little bigger centre
9739,2022-05-20 08:06:40+00:00,"Wish you many many happy returns of the day. May God bless you with health, happiness, more success and prosperity in your life. Happy Birthday Jr. NTR sir ! 🎂🥳🎉💙

#HappyBirthdayNTR | #NTR31 | @tarak9999 https://t.co/uoVNCiAyuf",wish you many many happy returns day may god bless you with health happiness more success prosperity your life happy birthday jr ntr sir
9740,2022-05-20 08:06:40+00:00,https://t.co/c0Mzgqjvyn,
9741,2022-05-20 08:06:40+00:00,धन्यवाद दीदी 🙏 https://t.co/7zAYWQvVrb,
9742,2022-05-20 08:06:39+00:00,"#MahendraSinghDhoni (@msdhoni) takes external pressure out of the equation; only focuses on the process: #DwainePretorius

#IPL2022 

Read: https://t.co/GH0siLAcn6

Photo: @IPL https://t.co/C4mRyxXPjp",takes external pressure out equation only focuses process read photo
9743,2022-05-20 08:06:39+00:00,"@justvoot #BurePhasseUmar
F https://t.co/rBsz7Im0bU",f
9744,2022-05-20 08:06:39+00:00,@CBhoomia @gonegirlisback Bassaru is of any soppu.. This is a different type of spinach.. A little slippery. They call it poyi saag in Bihar/ Bengal..,bassaru is any soppu this is different type spinach little slippery they call it poyi saag bihar bengal
9745,2022-05-20 08:06:38+00:00,"Bring it all ...
#KashiVishwanathTemple #Ayodhya
#TajMahal https://t.co/Z0tzw9jD8l",bring it all
9746,2022-05-20 08:06:37+00:00,https://t.co/JzPQ0lF1lT,
9747,2022-05-20 08:06:36+00:00,https://t.co/9dhI3Poc5t,
9748,2022-05-20 08:06:36+00:00,"Was in news prior to Punjab election , he is having some serious medical condition . https://t.co/mhCx3dAvqD",was news prior punjab election he is having some serious medical condition
