,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
147,147,2022-09-26 13:18:49+00:00,@TarmiziAnuwar @MarwanBukhari Ok terbaik mizi. Saya boleh bantu uar-uarkan insyaAllah,ok terbaik mizi saya boleh bantu uar uarkan insyaallah,0.1111111111111111
191,191,2022-09-26 13:18:05+00:00,Seketul  insan yg kebosanan  melanda diri  tak tahu nak kacau  sapa sila lah rela kn diri utk di kacau   seperti  gula duduk diam pon kena kacau.,seketul insan yg kebosanan melanda diri tak tahu nak kacau sapa sila lah rela kn diri utk di kacau seperti gula duduk diam pon kena kacau,0.19230769230769232
205,205,2022-09-26 13:17:55+00:00,@pujelina ada. cari kat fb. boleh bukak pasangkan balik almari hehe,ada cari kat fb boleh bukak pasangkan balik almari hehe,0.1
234,234,2022-09-26 13:17:31+00:00,Bagi je masuk PH. Pastu suruh bertanding kawasan yg Bersatu bertanding pada PRU14 tapi kalah. Takkan baru join nk demand kot. Settle.,bagi je masuk ph pastu suruh bertanding kawasan yg bersatu bertanding pada pru14 tapi kalah takkan baru join nk demand kot settle,0.19047619047619047
266,266,2022-09-26 13:17:01+00:00,"Terus kepada objektif
- tidak mencipta sesuatu untuk raih perhatian/validasi
- tak ikut bandwagon perkecilkan status sgl

Malas buang masa
- penuhi dengan projek berkualiti
- hasilkan manfaat berbanding lepak tak tentu hala",terus kepada objektif tidak mencipta sesuatu untuk raih perhatian validasi tak ikut bandwagon perkecilkan status sgl malas buang masa penuhi dengan projek berkualiti hasilkan manfaat berbanding lepak tak tentu hala,0.1
267,267,2022-09-26 13:17:01+00:00,"Sembuh dari kegagalan lalu
- tak bitter dan kecewa melampau
- hds salahkan masyarakat/spesifik grup

Berani berdepan penolakan
- matang menerima kebenaran
- hds ditolak pngn",sembuh dari kegagalan lalu tak bitter dan kecewa melampau hds salahkan masyarakat spesifik grup berani berdepan penolakan matang menerima kebenaran hds ditolak pngn,0.13043478260869565
273,273,2022-09-26 13:16:56+00:00,"Nasib dah ada kopiah, kalau tak nk kasi pinjam songkok",nasib dah ada kopiah kalau tak nk kasi pinjam songkok,0.1
291,291,2022-09-26 13:16:40+00:00,"@IkaynIhcas @greg_price11 🤣🤣🤣 56"" inch abhi hai na Saab ko waxi daal raha hai. Hindi samrat Bhai bata Raha hai.",56 inch abhi hai na saab ko waxi daal raha hai hindi samrat bhai bata raha hai,0.1875
315,315,2022-09-26 13:16:23+00:00,Kenapa hp dari dulu kalau pakai paket internet langsung dari hp 📱 cpt panas dan kalau lewat wifi tidak begitu. Bedanya kerasa sekali,kenapa hp dari dulu kalau pakai paket internet langsung dari hp cpt panas dan kalau lewat wifi tidak begitu bedanya kerasa sekali,0.13636363636363635
316,316,2022-09-26 13:16:22+00:00,Hahaa btl! Kemana tumpahnya kuah kalau tk ke spaghetti.. gitewwwww #SekaliLagiCintaKembali,hahaa btl kemana tumpahnya kuah kalau tk ke spaghetti gitewwwww,0.1
327,327,2022-09-26 13:16:14+00:00,suwey balik keje sangkut jem dekat 2 jam.. https://t.co/uNWizVUbzz,suwey balik keje sangkut jem dekat 2 jam,0.14285714285714285
396,396,2022-09-26 13:15:09+00:00,"Memang kereta kau je yg park dkt situ, kereta org lain tak payah! Elok boleh park 2 biji, kau park 1. Dasar bebal",memang kereta kau je yg park dkt situ kereta org lain tak payah elok boleh park 2 biji kau park 1 dasar bebal,0.19047619047619047
416,416,2022-09-26 13:14:46+00:00,"Apa benar ketika pasangan lo udah ngertiin lo pergi dengan siapa aja ,dia sudah sangat mengerti. Tapi disaaat pasangan lo minta waktu hanya sehari namun engkau tidak bisa menyempatkan apakah bisa dibilang lo tidak egois?",apa benar ketika pasangan lo udah ngertiin lo pergi dengan siapa aja dia sudah sangat mengerti tapi disaaat pasangan lo minta waktu hanya sehari namun engkau tidak bisa menyempatkan apakah bisa dibilang lo tidak egois,0.14285714285714285
418,418,2022-09-26 13:14:45+00:00,Sehari je berduit. Lepas transfer jd tak berduit balik,sehari je berduit lepas transfer jd tak berduit balik,0.1111111111111111
526,526,2022-09-26 13:13:11+00:00,typing nyaa berubah dari titik titik skrg dah mulai pake tipe typing akoo yg banyakin huruf dibelakangnyaaa,typing nyaa berubah dari titik titik skrg dah mulai pake tipe typing akoo yg banyakin huruf dibelakangnyaaa,0.17647058823529413
628,628,2022-09-26 13:11:55+00:00,@smninews Hindi kc sya Epal katulad ni Lutang ina nila🙈🙈🙈🙈,hindi kc sya epal katulad ni lutang ina nila,0.1111111111111111
688,688,2022-09-26 13:10:58+00:00,Hendaklah selalu berbuat baik dan jauhkanlah pekerjaan maksiat.,hendaklah selalu berbuat baik dan jauhkanlah pekerjaan maksiat,0.125
692,692,2022-09-26 13:10:55+00:00,"Berubah menjadi lebih baik bukan utk orang tersayang, ttp kerana kita sayang pada diri yang Allah beri nikmat setiap masa tanpa henti.",berubah menjadi lebih baik bukan utk orang tersayang ttp kerana kita sayang pada diri yang allah beri nikmat setiap masa tanpa henti,0.18181818181818182
764,764,2022-09-26 13:09:51+00:00,@Amikie5 @Alipryhan kami sentiasa ada di belakang kau lep..terus maju kehadapan!,kami sentiasa ada di belakang kau lep terus maju kehadapan,0.1
776,776,2022-09-26 13:09:40+00:00,"Yuk jangan sampai ketinggalan, buruan ikutan giveaway sekarang juga 👏👌 https://t.co/6DddMz0dMI",yuk jangan sampai ketinggalan buruan ikutan giveaway sekarang juga,0.1111111111111111
817,817,2022-09-26 13:09:01+00:00,"@ceresssyek @FWBESS Jaga jaga biar gk jatoh,kan kamar mandi licin",jaga jaga biar gk jatoh kan kamar mandi licin,0.1111111111111111
821,821,2022-09-26 13:08:58+00:00,"Lupa jalan pulang, apa emang gak punya tempat pulang?",lupa jalan pulang apa emang gak punya tempat pulang,0.1111111111111111
856,856,2022-09-26 13:08:30+00:00,@iyesayaye Tu bukan bapak dia ke?kenapa dia tengok je????,tu bukan bapak dia ke kenapa dia tengok je,0.1111111111111111
