,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
6,6,2022-09-26 13:21:02+00:00,"My source, Chris, says that the new MG is going to be the MG Stargazer Gundam",my source chris says that new mg is going be mg stargazer gundam,0.6923076923076923
38,38,2022-09-26 13:20:28+00:00,I think I’ve reached the end of my ikhtiar. Im just so tired. Of everything.,i think i ve reached end my ikhtiar im just so tired everything,0.6923076923076923
63,63,2022-09-26 13:20:05+00:00,@frogmarss its fun fr,its fun fr,0.6666666666666666
123,123,2022-09-26 13:19:15+00:00,Wanna have a DP where it’s me and my hun,wanna have dp where it s me my hun,0.6666666666666666
137,137,2022-09-26 13:18:58+00:00,"Reviewing ALL Shadowverse Celestial Dragonblade Cards (with @SuchPettanko)
NEW VIDEO: https://t.co/13FLSSkS3u https://t.co/iacuXpfV2T",reviewing all shadowverse celestial dragonblade cards with new video,0.6666666666666666
192,192,2022-09-26 13:18:04+00:00,"Hmmm. I used to live in London when 1 GBP = 2.2 SGD, and I remember a time when 1 GBP = 3 SGD even. 

1 GBP = 1.5 SGD mid day today.",hmmm i used live london when 1 gbp 2 2 sgd i remember time when 1 gbp 3 sgd even 1 gbp 1 5 sgd mid day today,0.6
216,216,2022-09-26 13:17:47+00:00,Fuck it im just gonna get boys like girls 🫶🏽💋,fuck it im just gonna get boys like girls,0.6666666666666666
250,250,2022-09-26 13:17:18+00:00,U21s report: Burnley 1-3 Arsenal: https://t.co/aY9f1ipr4F,u21s report burnley 1 3 arsenal,0.6666666666666666
272,272,2022-09-26 13:16:58+00:00,@HappyjoeNFT Cool Cats? xDDDD,cool cats xdddd,0.6666666666666666
284,284,2022-09-26 13:16:47+00:00,"At sinchon noraebang rn. Room 9 (my room) - I was singing really really. 

Walked out - room 10 was singing okey dokey, and room 11 was singing 도망가 HAHAHAHA https://t.co/YMAcmuOgRl",at sinchon noraebang rn room 9 my room i was singing really really walked out room 10 was singing okey dokey room 11 was singing hahahaha,0.6956521739130435
323,323,2022-09-26 13:16:18+00:00,The superficial comments gotta go fr,superficial comments gotta go fr,0.6
371,371,2022-09-26 13:15:28+00:00,Missed doing tasks,missed doing tasks,0.6666666666666666
387,387,2022-09-26 13:15:19+00:00,@Hilda97727368 This issa catfish stru bob,this issa catfish stru bob,0.6
391,391,2022-09-26 13:15:12+00:00,sis is a whole vibe fr HAHAH I love her,sis is whole vibe fr hahah i love her,0.6666666666666666
409,409,2022-09-26 13:14:55+00:00,100% #Profit in #Forex Everyday | PM for details,100 everyday pm details,0.6666666666666666
453,453,2022-09-26 13:14:08+00:00,like for what HAHA,like what haha,0.6666666666666666
488,488,2022-09-26 13:13:40+00:00,@Ragubhai52 haha small world,haha small world,0.6666666666666666
502,502,2022-09-26 13:13:33+00:00,"some where in china yan hahaha

KIANO ForMagandangBuhay
@iamginoroqueiv I @_kiatakahashi 
@_MagandangBuhay",some where china yan hahaha kiano formagandangbuhay i,0.625
533,533,2022-09-26 13:13:02+00:00,Of course now the cat decides to have the zoomies.,course now cat decides have zoomies,0.6666666666666666
544,544,2022-09-26 13:12:52+00:00,"Hey  MCM Family join me in Genshin - All the backlog quests for Primo  !sr, !streamloots check it out 
#twitch #twitchstreamer #streamer #streaming #pcgaming #gamer #genshinimpact #genshin
https://t.co/lVW033ixCL",hey mcm family join me genshin all backlog quests primo sr streamloots check it out,0.6666666666666666
570,570,2022-09-26 13:12:30+00:00,is this frrrr 😵‍💫😵‍💫,is this frrrr,0.6666666666666666
571,571,2022-09-26 13:12:30+00:00,"@TheSandboxGame @omnimorphs I just participated in the Omnimorphs Giveaway for a chance to win a Season 3 Alpha Pass and an NFT from the Omnimorphs Collection! Check out my screenshot below!
👇 https://t.co/7BdBhf4fC8",i just participated omnimorphs giveaway chance win season 3 alpha pass nft omnimorphs collection check out my screenshot below,0.6666666666666666
597,597,2022-09-26 13:12:11+00:00,@FOL_Liberation CNN will not be paid any propaganda money until North Korea turns shithole!!!,cnn will not be paid any propaganda money until north korea turns shithole,0.6923076923076923
604,604,2022-09-26 13:12:09+00:00,"Do you know: The #Cardano  ($ADA)Vasil Hard Fork  upgrade is named after the late Cardano ambassador and artist Vasil Stoyanov Dabov who passed away due to pulmonary embolism in December 2021.

$ADA #Cardano https://t.co/n5bWGfpAXT",do you know ada vasil hard fork upgrade is named after late cardano ambassador artist vasil stoyanov dabov who passed away due pulmonary embolism december 2021 ada,0.6153846153846154
610,610,2022-09-26 13:12:07+00:00,Interpol Issues ‘Red Notice’ for South Korean Crypto Founder Do Kwon https://t.co/hmioaiO65t,interpol issues red notice south korean crypto founder do kwon,0.6
622,622,2022-09-26 13:11:59+00:00,I wanna see the SA stats 🫠,i wanna see sa stats,0.6
631,631,2022-09-26 13:11:53+00:00,"""YOU'RE A TRAITOR TO YOUR COUNTRY"" Jim Jordan Gets Up and HUMILIATES Ada... https://t.co/j1qX4mcuoP via @YouTube",youre traitor your country jim jordan gets up humiliates ada via,0.6363636363636364
643,643,2022-09-26 13:11:37+00:00,"yayy congratulations joong for hitting 1.5M on IG!! yet another milestone achieved! so proud of how far you’ve come 🥰 we’ll always love you &amp; support you, my love 💛🥳

Congrats 1.5M With Joong 
#หนึ่งล้านห้าแสนคนของจุง @ChenRcj  
#จุงอาเชน https://t.co/37UH7NfPy4",yayy congratulations joong hitting 1 5m ig yet another milestone achieved so proud how far you ve come we ll always love you amp support you my love congrats 1 5m with joong,0.6206896551724138
649,649,2022-09-26 13:11:32+00:00,@LordsOfTheLands @cryptocomnft Need this wl!!!,need this wl,0.6666666666666666
666,666,2022-09-26 13:11:18+00:00,@TauqirNasser 25 rupay key tweet,25 rupay key tweet,0.6666666666666666
708,708,2022-09-26 13:10:44+00:00,Aku tak boleh la org cool tone skin ni pakai earth tone colour. Haha,aku tak boleh la org cool tone skin ni pakai earth tone colour haha,0.6428571428571429
715,715,2022-09-26 13:10:37+00:00,"Y'a 4 jours j'ai tweet "" Suce ma bite"" et c'est en TT.",ya 4 jours jai tweet suce ma bite et cest en tt,0.6363636363636364
721,721,2022-09-26 13:10:32+00:00,@AviFunkin Love the boyfriend's voice.,love boyfriends voice,0.6666666666666666
758,758,2022-09-26 13:09:55+00:00,@ilovemingh8o omg yess definitely!,omg yess definitely,0.6666666666666666
777,777,2022-09-26 13:09:39+00:00,@cestlaviemacher Didn’t he handshake Novak yesterday?,didn t he handshake novak yesterday,0.6666666666666666
779,779,2022-09-26 13:09:37+00:00,@ucopconcodei Sana banyak hidden waterfall kan?,sana banyak hidden waterfall kan,0.6
813,813,2022-09-26 13:09:03+00:00,"Gundam Evolution with the bros!

Now Live! https://t.co/AQr03mO4p6

#SupportSmallstreamer #TwitchStream #SGStreamer 
#Roadto300followers 
@BlazedRTs

@StreamersRT1

@SupStreamers",gundam evolution with bros now live,0.6666666666666666
814,814,2022-09-26 13:09:03+00:00,@Amai_nft discord is opennn,discord is opennn,0.6666666666666666
834,834,2022-09-26 13:08:51+00:00,pretty good ! thx for asking ^^ — sure! ;) https://t.co/krdflSwGZb,pretty good thx asking sure,0.6
842,842,2022-09-26 13:08:45+00:00,SHE GRABBED MY HAND YALL https://t.co/U1XN87hXJz,she grabbed my hand yall,0.6
873,873,2022-09-26 13:08:16+00:00,@rayxcyj @TXT_members @TXT_bighit sure keep updated 🥰,sure keep updated,0.6666666666666666
881,881,2022-09-26 13:08:08+00:00,@Footy_Headlines Navy. Classic england,navy classic england,0.6666666666666666
886,886,2022-09-26 13:08:04+00:00,Here with @_MattDJ from @Blockchain_SPC reporting on the State of GameFi https://t.co/v2Y4pNsPOe,here with reporting state gamefi,0.6
892,892,2022-09-26 13:07:56+00:00,Good evening besties https://t.co/JEDjt4FRcb,good evening besties,0.6666666666666666
