,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
117,117,2022-09-26 13:19:21+00:00,"Butler Santi is alert, he didn’t let anyone know about Kim’s current condition, he only mentioned about what is announced in the news. And he became suspicious on Doc Suwan who said “Look on the bright side, they now rest in peace.” This is an unusual statement #LoveAt9_EP13 https://t.co/sDsFqXvo3v",butler santi is alert he didn t let anyone know about kim s current condition he only mentioned about what is announced news he became suspicious doc suwan who said look bright side they now rest peace this is unusual statement,0.8536585365853658
120,120,2022-09-26 13:19:18+00:00,"This Week in Digital Assets:

· Back to FED and rising DXY
· Bitcoin lower over the week
· ETH trades lower as well, we are closely watching Altcoins
· NFT weekly volumes up last week

Check out our full Weekly report: https://t.co/Dbx10mwyZ7

#weeklyreport #digitalassets #macro https://t.co/ZElMNwTj1P",this week digital assets back fed rising dxy bitcoin lower over week eth trades lower as well we are closely watching altcoins nft weekly volumes up last week check out our full weekly report,0.8529411764705882
121,121,2022-09-26 13:19:18+00:00,"update !

all pending Track Mailing &amp; Normal Mailing have been mailed out !

as for couriers, it would be picked up either Thurs/Fri as no one is at home these past few days to do the pickup. I'll update again once all the couriers have been picked up !",update all pending track mailing amp normal mailing have been mailed out as couriers it would be picked up either thurs fri as no one is at home these past few days do pickup ill update again once all couriers have been picked up,0.8863636363636364
124,124,2022-09-26 13:19:14+00:00,"Quick date during lunch w my ❤️ earlier today 🥰

#makanjap #lepastubaruambilanak #makanteringatanak #rushingapptdoc 😂 @ Opero Hotel https://t.co/vj4NTbUg85",quick date during lunch w my earlier today opero hotel,0.8
133,133,2022-09-26 13:19:01+00:00,【オープニング主題歌解禁】TVアニメ『SPY×FAMILY』第2クール本予告／2022.10.01 23:00～ ON AIR https://t.co/ny0W6E7iJF via @YouTube,tv spy family 2 2022 10 01 23 00 air via,0.8
153,153,2022-09-26 13:18:43+00:00,Listening to The Tower Audiodrama at a foot reflexology appt while experiencing vertigo (amongst other less fun side effects) from my new medications was spiritual. Who was I before this???,listening tower audiodrama at foot reflexology appt while experiencing vertigo amongst other less fun side effects my new medications was spiritual who was i before this,0.8461538461538461
155,155,2022-09-26 13:18:39+00:00,"I'm glad he's finally taking a break, I'll miss him and I hope he'd enjoy his break to the fullest 🥺🥺",im glad hes finally taking break ill miss him i hope hed enjoy his break fullest,0.8125
161,161,2022-09-26 13:18:36+00:00,Just posted a photo @ Langkawi Island https://t.co/PL51LySSx4,just posted photo langkawi island,0.8
164,164,2022-09-26 13:18:32+00:00,What’s going on today with all these cringey videos??,what s going today with all these cringey videos,0.8888888888888888
175,175,2022-09-26 13:18:20+00:00,"Hi #kep1er #kep1ian #Kep1ianラーメン部 
Fie uploaded a surprise EARLY reaction video for Sugar Rush FULL MV~! Good for those with no Universe App etc.. 🔥
Like Comment Subscribe, Kep1er on all platforms~!❤️
https://t.co/tO1TyvSvXl
#Kep1er_Sugarrush #SugarRush",hi fie uploaded surprise early reaction video sugar rush full mv good those with no universe app etc like comment subscribe kep1er all platforms,0.8260869565217391
178,178,2022-09-26 13:18:17+00:00,Everything leaking stuff. Can I leak too? 👀,everything leaking stuff can i leak too,0.8571428571428571
193,193,2022-09-26 13:18:03+00:00,so fucking demoralised my first mistake is because I assumed my book in timing and now I’m late and thought my sgts are pretty nice about it IM NOT ON MYSELF,so fucking demoralised my first mistake is because i assumed my book timing now i m late thought my sgts are pretty nice about it im not myself,0.8571428571428571
203,203,2022-09-26 13:17:56+00:00,"#DXY 
Previous range box  complete 111.93
New RB target 115.20
Broke upper momentum line 
retested 113.10
Support 113.1 https://t.co/2a6iU0Gqud",previous range box complete 111 93 new rb target 115 20 broke upper momentum line retested 113 10 support 113 1,0.8461538461538461
206,206,2022-09-26 13:17:54+00:00,"Def @NancyDaffodils ,a big fan of her informative tweets
@stargazerr98 sis for her interesting facts about space 
@Krithiga_Selva for her perseverance irl",def big fan her informative tweets sis her interesting facts about space her perseverance irl,0.8666666666666667
211,211,2022-09-26 13:17:50+00:00,"#AfterHours2022 is excited to have @icunucmi from @arcthecommunity join us at our Pre-Launch Party for #Token2049, #AfterHours2022! 🤩 

Avoid #FOMO and get an exclusive ticket to our party by minting our #ClubSalad NFT Access Pass 
➡️  https://t.co/CacxNPnVfY https://t.co/UCZbXVzQJU",is excited have join us at our pre launch party avoid get exclusive ticket our party by minting our nft access pass,0.8181818181818182
223,223,2022-09-26 13:17:42+00:00,"Tomorrow everyone is giving #PundiXhigh5 😎 

Why? Because we are celebrating #PundiX 5th anniversary 🎉 🍾

Join us on 27th Sept at 9 pm GMT+8 together with special guest @Infineon 🔥

A virtual party not to be missed! Register now to reserve your seat 👉https://t.co/gsQDLfYeGM https://t.co/gHGFOS524O",tomorrow everyone is giving why because we are celebrating 5th anniversary join us 27th sept at 9 pm gmt 8 together with special guest virtual party not be missed register now reserve your seat,0.8666666666666667
225,225,2022-09-26 13:17:42+00:00,@justape_ Okay when can I buy my hoodie 🍌 #apish,okay when can i buy my hoodie,0.8571428571428571
239,239,2022-09-26 13:17:25+00:00,"#ilebaye

Our password!!! Vibes all over",our password vibes all over,0.8
247,247,2022-09-26 13:17:19+00:00,Monday Cannon Fodder: derby week: https://t.co/Tpl0uiAj5C,monday cannon fodder derby week,0.8
256,256,2022-09-26 13:17:13+00:00,If you are disappointed because your expectations failed u..... U deserve it🤨 I'm happy u failed. I'm happy ur upset. Coz a toxic ass deserves nothing but sadness. Leave Jungkook alone.,if you are disappointed because your expectations failed u u deserve it im happy u failed im happy ur upset coz toxic ass deserves nothing but sadness leave jungkook alone,0.8
259,259,2022-09-26 13:17:07+00:00,"Let your profits run, but cut your losses short using EA FX ROBOT Give your email for details!",let your profits run but cut your losses short using ea fx robot give your email details,0.8235294117647058
261,261,2022-09-26 13:17:05+00:00,Lovely meeting @WatanabeSota in Singapore today. In his own words @AstarNetwork isnt just looking to port over apps from other chains (copy paste as he calls it) but rather invest in building new dapps on @Polkadot . He won’t rest until he takes #Astar to a 10bn mcap #TOKEN2049 https://t.co/TxV1Ow0nXT,lovely meeting singapore today his own words isnt just looking port over apps other chains copy paste as he calls it but rather invest building new dapps he won t rest until he takes 10bn mcap,0.8571428571428571
262,262,2022-09-26 13:17:05+00:00,"Kindly block and do not respond to this fake spammy account called @Sarah_Naba_ 

Neither me nor VeChain is affiliated with this account. I have screenshots of this account asking my followers to invest in mining pools. 

Please Stay SAFU guys and babes https://t.co/pFXMohE16n",kindly block do not respond this fake spammy account called neither me nor vechain is affiliated with this account i have screenshots this account asking my followers invest mining pools please stay safu guys babes,0.8
263,263,2022-09-26 13:17:05+00:00,The installation of EA FX ROBOT is not difficult. We will give you a manual &amp; support and help you to install &amp; run EA FX ROBOT,installation ea fx robot is not difficult we will give you manual amp support help you install amp run ea fx robot,0.8181818181818182
268,268,2022-09-26 13:17:01+00:00,@Kndwhnsn @MFA_China PRC is actually low down on GDP per capita. Zero soft power. It operates on coercion on its own people and intimidation on other nations.,prc is actually low down gdp per capita zero soft power it operates coercion its own people intimidation other nations,0.8
301,301,2022-09-26 13:16:34+00:00,i gave me a company’s actual financial position and performance and asked me how to calculate all the funnyfunny things we nvr learn before and expect me to know???,i gave me company s actual financial position performance asked me how calculate all funnyfunny things we nvr learn before expect me know,0.8695652173913043
318,318,2022-09-26 13:16:22+00:00,"rose, to a crow: “matthew, is that you?”
matthew: “no, that’s a crow. i’m a raven.”

why was that so funny",rose crow matthew is that you matthew no that s crow i m raven why was that so funny,0.8947368421052632
319,319,2022-09-26 13:16:22+00:00,"DANCER HOSEOK I LOVE YOU

Crush (크러쉬) - 'Rush Hour (Feat. j-hope of BTS)' Dance Practice https://t.co/UBrtHINV7x via @YouTube",dancer hoseok i love you crush rush hour feat j hope bts dance practice via,0.8666666666666667
321,321,2022-09-26 13:16:19+00:00,"On US-China relations wrt Asean: ""Most Asean countries, I would say all Asean countries, really do not want to choose sides, we do not want ourselves to be divided into two camps.""",us china relations wrt asean most asean countries i would say all asean countries really do not want choose sides we do not want ourselves be divided into two camps,0.8666666666666667
322,322,2022-09-26 13:16:19+00:00,"Y do they look so cute together!HAHAHAHHA adorbs my babies.

#dunknatachai #จุงอาเชน
#joongdunk #จุงดัง #ดุงจัง
@dunknatachai @ChenRcj",y do they look so cute together hahahahha adorbs my babies,0.8181818181818182
325,325,2022-09-26 13:16:16+00:00,"#GBPUSD 
After a savage selloff  failed a 50% retrace on the bounce
Technically in No Mans Land historically
Target is still parity
A break above TLine is what bulls need https://t.co/NKeBrz0YgU",after savage selloff failed 50 retrace bounce technically no mans land historically target is still parity break above tline is what bulls need,0.8636363636363636
332,332,2022-09-26 13:16:07+00:00,"@ConcreteSciFi @supabase @nextjs @tailwindui Woah, this looks great, will give it a try and share with my dragon boating friends 🐉💪

Did you implement the web Bluetooth API for smart scale support?",woah this looks great will give it try share with my dragon boating friends did you implement web bluetooth api smart scale support,0.8695652173913043
341,341,2022-09-26 13:15:58+00:00,@joshs1ze they placed a cat on a keyboard and just hit print,they placed cat keyboard just hit print,0.8571428571428571
345,345,2022-09-26 13:15:54+00:00,@FunkyWolves @PGodjira what about a wl for me ser,what about wl me ser,0.8
355,355,2022-09-26 13:15:45+00:00,"Move over #Russia , ‘British Roulette’ is here. #Trussonomics #KwasiKwarteng #PoundSterling https://t.co/zqHNqK4POo",move over british roulette is here,0.8333333333333334
400,400,2022-09-26 13:15:06+00:00,"Let your profits run, but cut your losses short using EA FX ROBOT Give your email for details!",let your profits run but cut your losses short using ea fx robot give your email details,0.8235294117647058
403,403,2022-09-26 13:15:02+00:00,"#EURUSD 
Broke .97 moved box to next LH .9557
This is a critical level of support
Still showing weakness failed to retest  .9716 https://t.co/PmdyHF4lmD",broke 97 moved box next lh 9557 this is critical level support still showing weakness failed retest 9716,0.8
404,404,2022-09-26 13:15:02+00:00,@karmashyy @zenwasu28 @facial6lock i genuinely thought someone was cracking her back until zen mentioned me.,i genuinely thought someone was cracking her back until zen mentioned me,0.8333333333333334
414,414,2022-09-26 13:14:47+00:00,"GM ☀️

Pretty productive day, can’t wait to share the new artworks and perhaps a good news this week for the holders 😇

ps. nothing big",gm pretty productive day can t wait share new artworks perhaps good news this week holders ps nothing big,0.8947368421052632
428,428,2022-09-26 13:14:36+00:00,"""Don't design for us....without us."" 

By working with and involving differently-abled persons during the design process, she created stunningly functional and beautiful clothes, and empowered those whom she's designing for to live with dignity!
 https://t.co/qjVJFhOiym",dont design us without us by working with involving differently abled persons during design process she created stunningly functional beautiful clothes empowered those whom shes designing live with dignity,0.8275862068965517
432,432,2022-09-26 13:14:34+00:00,"Hey all I'm live right now on gaming (Genshin Impact) on Twitch (https://t.co/dhl3qL4oji) Feel free to chat and most important, Enjoy the stream",hey all im live right now gaming genshin impact twitch feel free chat most important enjoy stream,0.8823529411764706
434,434,2022-09-26 13:14:32+00:00,I aspire to be like Stu*rt Al*n *ones. Well at least I’m halfway there,i aspire be like stu rt al n ones well at least i m halfway there,0.875
435,435,2022-09-26 13:14:32+00:00,Bro this one not red flag this one preference 😭💀 ples,bro this one not red flag this one preference ples,0.8
440,440,2022-09-26 13:14:26+00:00,"OMG hyunsuk’s snoring vibrating like a fish???? 🤣🤣🤣 I can’t hahaha 🤣🤣🤣🤣 I can’t sleep with someone snoring, I once kick someone who’s snoring beside me 🤣🤣🤣🤣🤣🤣",omg hyunsuk s snoring vibrating like fish i can t hahaha i can t sleep with someone snoring i once kick someone who s snoring beside me,0.8888888888888888
449,449,2022-09-26 13:14:14+00:00,@H0NEYBIX I started uni when AUD1 was SGD1.17. When I graduated it was SGD1.06.,i started uni when aud1 was sgd1 17 when i graduated it was sgd1 06,0.8
464,464,2022-09-26 13:14:01+00:00,"Do you find it difficult to be consistent with meditation?
Download Idanim to meditate with fellow practitioners in our daily practice classes.
App Store:  https://t.co/OVOtOXCblT
Play Store: https://t.co/2Mh9E3ChGb

#mindfulness #mentalwellness #mentalhealth #meditationatwork https://t.co/RR0G8Rglv2",do you find it difficult be consistent with meditation download idanim meditate with fellow practitioners our daily practice classes app store play store,0.8695652173913043
469,469,2022-09-26 13:13:58+00:00,"@Steven_think @MrTeslaX ""Things are gonna be just fine"" 🤣",things are gonna be just fine,0.8333333333333334
471,471,2022-09-26 13:13:57+00:00,I thought that lady mentioned she will unfollowed any of her stan account that post about DUDS and so why is that ysl kid still doing so urgh he’s getting on my nerves,i thought that lady mentioned she will unfollowed any her stan account that post about duds so why is that ysl kid still doing so urgh he s getting my nerves,0.8387096774193549
489,489,2022-09-26 13:13:38+00:00,@SbFramesInOrder He's gonna kiss his nephew,hes gonna kiss his nephew,0.8
516,516,2022-09-26 13:13:17+00:00,"@imperseverant Hey there, can we clarify if you had also enabled data roaming via network level (My Singtel App) via the following steps? 1/2",hey there can we clarify if you had also enabled data roaming via network level my singtel app via following steps 1 2,0.8571428571428571
523,523,2022-09-26 13:13:15+00:00,Imagine being told your whole intv was perf except the concern is that youre too young 🥲,imagine being told your whole intv was perf except concern is that youre too young,0.8
536,536,2022-09-26 13:13:00+00:00,I just wish things be nicer abit but guess maybe not up to anyone to decide. So just hope for the best for everyone😌,i just wish things be nicer abit but guess maybe not up anyone decide so just hope best everyone,0.8947368421052632
542,542,2022-09-26 13:12:55+00:00,"Happiness Officer vacancy is open in Philippines. Apply now!
https://t.co/kcSVqSKg88
#Philippines #jobs #recruitment",happiness officer vacancy is open philippines apply now,0.875
543,543,2022-09-26 13:12:53+00:00,adulting (or uncling) is getting a eu yan sang membership,adulting or uncling is getting eu yan sang membership,0.8888888888888888
572,572,2022-09-26 13:12:29+00:00,"@KollyCensor The definition for the word 'beautiful' is thalaivi @Samanthaprabhu2 

#SamanthaRuthPrabhu https://t.co/TGybDI5xH4",definition word beautiful is thalaivi,0.8
585,585,2022-09-26 13:12:20+00:00,Wait can I post a pic rq 🤭,wait can i post pic rq,0.8333333333333334
586,586,2022-09-26 13:12:19+00:00,My period is being a cb 😭😭😭,my period is being cb,0.8
595,595,2022-09-26 13:12:13+00:00,If one more comedian comes then il believe it's a Promo,if one more comedian comes then il believe its promo,0.8
600,600,2022-09-26 13:12:11+00:00,"Read in detail about Cardano Hard Fork in our latest blog - https://t.co/HIOnocKPCP. 

@tayzeapp is a peer-to-peer crypto payment application that allows users to quickly send and receive any cryptocurrency at zero cost. 

#Letstayze #Tayze #Tayzeit",read detail about cardano hard fork our latest blog is peer peer crypto payment application that allows users quickly send receive any cryptocurrency at zero cost,0.8076923076923077
607,607,2022-09-26 13:12:08+00:00,@disorc LMFAOOO you’re the second person to say that 🤣🤣🤣,lmfaooo you re second person say that,0.8571428571428571
616,616,2022-09-26 13:12:03+00:00,@SombreroGG Me when I just wanna be a loot goblin in battle royales but my teammates r trigger happy,me when i just wanna be loot goblin battle royales but my teammates r trigger happy,0.875
617,617,2022-09-26 13:12:02+00:00,"@DeanPet21549441 @Ivebeenherebef1 @peace_toad @kieramax4 @TuckerCarlson The paper in nature has some flaws and there is an editors note stating that criticisms of the paper are being reviewed.

https://t.co/iMNLfOC6Bf https://t.co/l3Azq3b1kZ",paper nature has some flaws there is editors note stating that criticisms paper are being reviewed,0.875
657,657,2022-09-26 13:11:27+00:00,@HeavenlyTape Right now it's No More Innocence by Lyfer,right now its no more innocence by lyfer,0.875
663,663,2022-09-26 13:11:22+00:00,"its good to finally have my period. despite the pain, im blessed to know that my health is slowly improving. Alhamdhullilah.",its good finally have my period despite pain im blessed know that my health is slowly improving alhamdhullilah,0.8888888888888888
667,667,2022-09-26 13:11:18+00:00,"DPM and future PM Lawrence Wong at Forbes conference today said Singapore will remain open to all investors, wherever they come from in the world and if it is for family offices or fund management.",dpm future pm lawrence wong at forbes conference today said singapore will remain open all investors wherever they come world if it is family offices or fund management,0.8214285714285714
690,690,2022-09-26 13:10:56+00:00,"@CinderedSin2 @GenshinImpact Why are you so salty over a goddamn character design?? If they made her like that, then that's how it should be. Its their character anyway. If you still run around in this community, hating and saying that genshin is lacking of ""POC representation"" then you better off play other",why are you so salty over goddamn character design if they made her like that then thats how it should be its their character anyway if you still run around this community hating saying that genshin is lacking poc representation then you better off play other,0.8913043478260869
691,691,2022-09-26 13:10:56+00:00,"Terra Classic 1-month activity: 
Price: $0.0003120 +149.2%
Market cap: $2.15B +%
Social engagements: 1.69B +285.3%
https://t.co/quFMsgp9TX
$lunc #terraclassic",terra classic 1 month activity price 0 0003120 149 2 market cap 2 15b social engagements 1 69b 285 3 lunc,0.8
697,697,2022-09-26 13:10:51+00:00,Google reads your email and bombards you with ads based on your private communications.,google reads your email bombards you with ads based your private communications,0.8333333333333334
698,698,2022-09-26 13:10:51+00:00,"If it doesn't matter, it's not $LUNC",if it doesnt matter its not lunc,0.8571428571428571
701,701,2022-09-26 13:10:49+00:00,Laser power is 0.00844 is low. Taken on 2022-09-26  9:10 pm,laser power is 0 00844 is low taken 2022 09 26 9 10 pm,0.8571428571428571
702,702,2022-09-26 13:10:49+00:00,Temperature is 39.86085 is higher than 35deg C. Taken on 2022-09-26  9:10 pm,temperature is 39 86085 is higher than 35deg c taken 2022 09 26 9 10 pm,0.875
707,707,2022-09-26 13:10:45+00:00,@aditiintechk @martinblore I got scolded by @martinblore for this impulsive tweet.,i got scolded by this impulsive tweet,0.8571428571428571
711,711,2022-09-26 13:10:41+00:00,THIss??? like wth it was so random??? It was nice to not see lots of naked ppl for a change in HOTD but that scene was so awkward??,thiss like wth it was so random it was nice not see lots naked ppl change hotd but that scene was so awkward,0.8260869565217391
723,723,2022-09-26 13:10:31+00:00,@Shadowgirl_ wdym it’s mock-eye 👍🏻,wdym it s mock eye,0.8
725,725,2022-09-26 13:10:30+00:00,@_mizoresa_n very cute Shion~ good luck on your game!,very cute shion good luck your game,0.8571428571428571
726,726,2022-09-26 13:10:30+00:00,@AlexAndBooks_ Thanks for shating this wisdom.  Cheers,thanks shating this wisdom cheers,0.8
727,727,2022-09-26 13:10:28+00:00,"@teravachi @dearbrightvc Bright is everyone's COMFORT CHARACTER.
#BurberrySS23xBright
#BurberrySS23
#bbrightvc 
@bbrightvc",bright is everyones comfort character,0.8
734,734,2022-09-26 13:10:23+00:00,Omg its the 'traditional outfit'  season next month onwards. Hehehe love it.,omg its traditional outfit season next month onwards hehehe love it,0.8181818181818182
740,740,2022-09-26 13:10:15+00:00,First date we build the HGUC 1/144 Neo Zeong that's out of print,first date we build hguc 1 144 neo zeong thats out print,0.8
763,763,2022-09-26 13:09:52+00:00,"@badgalbbabi @ib_2cute Besides swimming 😂, we don't fuck 2ith that",besides swimming we dont fuck 2ith that,0.8333333333333334
770,770,2022-09-26 13:09:48+00:00,"@dkshsdhdfb Sp2271, only one lecture slot HAHA",sp2271 only one lecture slot haha,0.8
782,782,2022-09-26 13:09:33+00:00,"@aditiintechk I feel relieved that one person laughed. 

But mightily annoyed that @martinblore didn't think I know better. 🥲",i feel relieved that one person laughed but mightily annoyed that didnt think i know better,0.875
785,785,2022-09-26 13:09:31+00:00,possibly having one of the worst days of my life,possibly having one worst days my life,0.8571428571428571
787,787,2022-09-26 13:09:25+00:00,"New title sponsor? New engineer supplier? Zhou contract extension? Also heard rumors of Alfa leaving the sport all together. 

Either way, the Tiger is just confusing",new title sponsor new engineer supplier zhou contract extension also heard rumors alfa leaving sport all together either way tiger is just confusing,0.8695652173913043
809,809,2022-09-26 13:09:06+00:00,I hate videos and I hate YouTube. The chances of me actually watching anything that isn’t a clip that showed up on my Twitter or Insta feed is close to zero,i hate videos i hate youtube chances me actually watching anything that isn t clip that showed up my twitter or insta feed is close zero,0.8461538461538461
812,812,2022-09-26 13:09:04+00:00,"The Prince of Wales is unavailable, so the Queen appears instead.",prince wales is unavailable so queen appears instead,0.875
818,818,2022-09-26 13:09:01+00:00,@_mymusictaste @loonatheworld Sorry guyz. I skip this time. No ot12. 😓,sorry guyz i skip this time no ot12,0.8571428571428571
819,819,2022-09-26 13:09:00+00:00,[SG/ENG] II'm finally back! Time to bamboozle people! | !lurk !socials !discord (TTS: $1/50bits) https://t.co/n1FgDfEtAP,iim finally back time bamboozle people lurk socials discord tts 1 50bits,0.8
828,828,2022-09-26 13:08:55+00:00,@DoctorJack16 I look at it from another angle. More FUD means more misunderstanding about Tesla and that points to more upside. I'll be less bullish if one day Tesla becomes mainstream like Apple.,i look at it another angle more fud means more misunderstanding about tesla that points more upside ill be less bullish if one day tesla becomes mainstream like apple,0.8620689655172413
833,833,2022-09-26 13:08:51+00:00,@fordlynxrs @chairman_GLC I see. Im thinking of getting the Z50 since its 4k.,i see im thinking getting z50 since its 4k,0.8571428571428571
838,838,2022-09-26 13:08:49+00:00,@D00dlerEthan IDK why I thought this was In A Nutshell.,idk why i thought this was nutshell,0.8571428571428571
867,867,2022-09-26 13:08:20+00:00,"@Agent_Tangerine @CarlosV71486200 @_biasedlfc_lad @SazMCFC @goal Honestly physically, VVD could/should have been the greatest but his career blossomed a bit too late. Look at cannavaro man. That fella is a midget but so fucking solid.",honestly physically vvd could should have been greatest but his career blossomed bit too late look at cannavaro man that fella is midget but so fucking solid,0.8148148148148148
875,875,2022-09-26 13:08:16+00:00,"Read our blog to know about the guidelines and tools for handling image manipulations, and Straive’s endeavour to develop an AI/ML-based application that will help determine whether the image has been modified.

https://t.co/W18bee38vH

#Straive #ConnectingTheDots #ChaosToControl https://t.co/XFyXTOffKz",read our blog know about guidelines tools handling image manipulations straive s endeavour develop ai ml based application that will help determine whether image has been modified,0.8148148148148148
877,877,2022-09-26 13:08:14+00:00,"@adrianve_dev @77MichaelR No, because you're still introducing trust into the system.

If an NFT says my car had a new catalytic converter fitted in 2022, it doesn't magically make the car immutable and guard against anyone in the real world swapping it out.

It's empty theatre.",no because youre still introducing trust into system if nft says my car had new catalytic converter fitted 2022 it doesnt magically make car immutable guard against anyone real world swapping it out its empty theatre,0.8857142857142857
888,888,2022-09-26 13:08:02+00:00,"I haven't followed Italy's politics at all. Giorgia Meloni gets labeled a far right PM... I am truly curious, which of her views/statements make her far right?! I am not talking about the video below, it just got me curious. I am talking in general.",i havent followed italys politics at all giorgia meloni gets labeled far right pm i am truly curious which her views statements make her far right i am not talking about video below it just got me curious i am talking general,0.8571428571428571
890,890,2022-09-26 13:07:57+00:00,@cacl0n tbh could go both ways. u r a literary genius,tbh could go both ways u r literary genius,0.8888888888888888
897,897,2022-09-26 13:07:48+00:00,@fesshole @papagaeio Omg this is a great hack,omg this is great hack,0.8
924,924,2022-09-26 13:07:24+00:00,@childesbankacct YESSS MY PRIMOS ARE IN DANGER AGAIN,yesss my primos are danger again,0.8333333333333334
927,927,2022-09-26 13:07:23+00:00,@Mrlin97656979 Is that a M200 gfl calling card I see?,is that m200 gfl calling card i see,0.8571428571428571
938,938,2022-09-26 13:07:12+00:00,"You make me smile wider 😘
#BurberrySS23xBright
#BurberrySS23
#bbrightvc @bbrightvc https://t.co/TRIIPqL8E8",you make me smile wider,0.8
943,943,2022-09-26 13:07:08+00:00,@Chicago1Ray The epidemic has affected more or less every country in the world.,epidemic has affected more or less every country world,0.8888888888888888
946,946,2022-09-26 13:07:05+00:00,@btstrendingsong 🔥 My choice for Billboard Hot Trending Song is #YetToCome by #BTS,my choice billboard hot trending song is by,0.875
952,952,2022-09-26 13:06:59+00:00,@tvegguks @imxel23 @AreTheyBlack1 sorry it looked that way my bad,sorry it looked that way my bad,0.8571428571428571
958,958,2022-09-26 13:06:56+00:00,@samanthaismylif The film director Mohan Raja is a remake king. He remade soo many movies into tamil and all of them turned out blockbuster.. his previous direct movies velaikaran turned out hit and thani oruvan turned out blockbuster.. you can count on him.. as long as chiral did not interfere.,film director mohan raja is remake king he remade soo many movies into tamil all them turned out blockbuster his previous direct movies velaikaran turned out hit thani oruvan turned out blockbuster you can count him as long as chiral did not interfere,0.8604651162790697
966,966,2022-09-26 13:06:48+00:00,Withers Represented Nuveen Real Estate In The Establishment And Initial Close Of Its Japan Alternatives Living Fund. https://t.co/aA284SinYu,withers represented nuveen real estate establishment initial close its japan alternatives living fund,0.8461538461538461
