,Unnamed: 0,date,rawContent,cleaned_content,english_relative_frequency
13,13,2022-09-26 13:20:56+00:00,@demetrhea @FWBESS No. Maunya kenalan dulu,no maunya kenalan dulu,0.25
32,32,2022-09-26 13:20:32+00:00,@Arif97ahnaf Patut ketuk bilik takda orang,patut ketuk bilik takda orang,0.2
150,150,2022-09-26 13:18:46+00:00,Kepala BP Batam akan Jadi Keynote Speaker Bahas Percepatan Pembangunan di Tanjungpinang https://t.co/P6Rs2n7auF lewat @WartaKepri.co.id,kepala bp batam akan jadi keynote speaker bahas percepatan pembangunan di tanjungpinang lewat co id,0.26666666666666666
182,182,2022-09-26 13:18:10+00:00,Nak cari kerja gaji usd,nak cari kerja gaji usd,0.2
218,218,2022-09-26 13:17:46+00:00,Kane &amp; Son ????? HAHAHAHAAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAAHAHHAAHAHAHAHAHAAHAHAHAHAHAHAHAAHAHAHAHAHAAHAHAHAHAHAAHAHAHAHAHAAHAHAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAAHAHAHAHAHAHAHAAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAH,kane amp son hahahahaahahahahahahahahaahahahahahahahaahahahahahahahahahaahahahahahahahaahahhaahahahahahaahahahahahahahaahahahahahaahahahahahaahahahahahaahahahahahahaahahahahahahahahahahahahahahahahahahahahahahaahahahahahahahaahhahahahahahahahahahahahahahahahahahahahahahahahah,0.25
227,227,2022-09-26 13:17:36+00:00,@hzmnrshm Peh serious aaaa haha. Abeh special sale bukak 4am ke pe sak haha.,peh serious aaaa haha abeh special sale bukak 4am ke pe sak haha,0.25
228,228,2022-09-26 13:17:36+00:00,"@FHL_thinx81 @YRadianto @AgusYudhoyono Jgn diganggu..
Anak itu lg demam krn baru selesai camp di Sumut..",jgn diganggu anak itu lg demam krn baru selesai camp di sumut,0.25
260,260,2022-09-26 13:17:06+00:00,@BosGiga Enak banget ka baunyaa 😭 https://t.co/pmtPOzRuOs,enak banget ka baunyaa,0.25
363,363,2022-09-26 13:15:38+00:00,"Korang kalau tak nak pakai toner boleh pakai this essence✨️.

Sangat powerful ada 5% niacinamide, centella asiatica, galactomyces, sodium hyaluronate dan allantoin.

Boleh bantu pudarkan parut, maintain kelembapan kulit dan redakan merah jerawat.

Yang ada pori jelas sila cuba! https://t.co/gIBElL3YSK",korang kalau tak nak pakai toner boleh pakai this essence sangat powerful ada 5 niacinamide centella asiatica galactomyces sodium hyaluronate dan allantoin boleh bantu pudarkan parut maintain kelembapan kulit dan redakan merah jerawat yang ada pori jelas sila cuba,0.2894736842105263
378,378,2022-09-26 13:15:23+00:00,"Verga, yo tengo los 2",verga yo tengo los 2,0.25
383,383,2022-09-26 13:15:21+00:00,Sebab macam2 nak kena bayar la ak kena pandai berjimat. Nak taknak kena jugak berjimat. Gaji kalau 5K takpe.,sebab macam2 nak kena bayar la ak kena pandai berjimat nak taknak kena jugak berjimat gaji kalau 5k takpe,0.23529411764705882
419,419,2022-09-26 13:14:43+00:00,"@yudaamaraa @garagarabola_ Kerana berada pada kalender fifa. Memang semua negara di dunia sedang ""international break"". Semua liga tempatan ditunda. AFF selalunya berada dihujung tahun yang mana negara2 lain sedang bermain di liga. Apa2 perlawanan persahabtan pada waktu begini ada mata merit.",kerana berada pada kalender fifa memang semua negara di dunia sedang international break semua liga tempatan ditunda aff selalunya berada dihujung tahun yang mana negara2 lain sedang bermain di liga apa2 perlawanan persahabtan pada waktu begini ada mata merit,0.24324324324324326
423,423,2022-09-26 13:14:40+00:00,@minfaery Baru aja dateng udah nawarin au jorok😔 tp gas lah,baru aja dateng udah nawarin au jorok tp gas lah,0.2
448,448,2022-09-26 13:14:15+00:00,@cholilnafis gimana caranya pindah agama ke non Muslim ya … cara Murtad menurut islam gimana Kyai?,gimana caranya pindah agama ke non muslim ya cara murtad menurut islam gimana kyai,0.21428571428571427
454,454,2022-09-26 13:14:07+00:00,@Jenneira1 @AyamSegar3 Kena suspen ya mb,kena suspen ya mb,0.25
463,463,2022-09-26 13:14:01+00:00,@ziqefron woahhhh sukati je tuduh ketiak aku berdaki.. ketiak kau yang berdaki ni sebenarnya 🫵🫵🫵,woahhhh sukati je tuduh ketiak aku berdaki ketiak kau yang berdaki ni sebenarnya,0.23076923076923078
466,466,2022-09-26 13:13:59+00:00,yooooo ffs qilah on tt so fucking funny bro HAHAHA,yooooo ffs qilah tt so fucking funny bro hahaha,0.2222222222222222
